randid,Date,Energy,Irradiance
R23,7/25/2018 3:00,81358.361,
R23,7/25/2018 4:00,81358.361,
R23,7/25/2018 5:00,81358.361,
R23,7/25/2018 6:00,81358.361,
R23,7/25/2018 7:00,81395.16,27.7085
R23,7/25/2018 8:00,81587.557,137.211
R23,7/25/2018 9:00,82260.627,352.457
R23,7/25/2018 10:00,83453.002,574.5245
R23,7/25/2018 11:00,85046.028,771.0615
R23,7/25/2018 12:00,86877.21,913.168
R23,7/25/2018 13:00,88600.023,993.2285
R23,7/25/2018 14:00,90239.34,995.576
R23,7/25/2018 15:00,91219.359,963.6705
R23,7/25/2018 16:00,91980.323,830.422
R23,7/25/2018 17:00,92950.314,643.312
R23,7/25/2018 18:00,93817.944,419.9455
R23,7/25/2018 19:00,94080.399,127.6315
R23,7/25/2018 20:00,94123.964,24.1185
R23,7/25/2018 21:00,94123.964,
R23,7/25/2018 22:00,94123.964,
R23,7/25/2018 23:00,94123.964,
R23,7/26/2018 0:00,94123.964,
R23,7/26/2018 1:00,94123.964,
R23,7/26/2018 2:00,94123.964,
R23,7/26/2018 3:00,94123.964,
R23,7/26/2018 4:00,94123.964,
R23,7/26/2018 5:00,94123.964,
R23,7/26/2018 6:00,94123.964,
R23,7/26/2018 7:00,94169.559,29.6325
R23,7/26/2018 8:00,94381.448,139.874
R23,7/26/2018 9:00,95066.288,349.9995
R23,7/26/2018 10:00,96256.863,575.0095
R23,7/26/2018 11:00,97837.49,764.765
R23,7/26/2018 12:00,99629.544,911.6885
R23,7/26/2018 13:00,101324.85,982.384
R23,7/26/2018 14:00,102945.811,1004.8205
R23,7/26/2018 15:00,104622.918,943.6105
R23,7/26/2018 16:00,106227.317,828.541
R23,7/26/2018 17:00,107611.503,629.4135
R23,7/26/2018 18:00,108534.555,420.028
R23,7/26/2018 19:00,108926.093,188.798
R23,7/26/2018 20:00,108975.536,24.737
R23,7/26/2018 21:00,108975.536,
R23,7/26/2018 22:00,108975.536,
R23,7/26/2018 23:00,108975.536,
R23,7/27/2018 0:00,108975.536,
R23,7/27/2018 1:00,108975.536,
R23,7/27/2018 2:00,0,
R23,7/27/2018 3:00,108975.536,
R23,7/27/2018 4:00,108975.536,
R23,7/27/2018 5:00,108975.536,
R23,7/27/2018 6:00,108975.536,
R23,7/27/2018 7:00,109019.918,27.808
R23,7/27/2018 8:00,109240.057,126.5745
R23,7/27/2018 9:00,109892.85,328.4095
R23,7/27/2018 10:00,111058.527,557.9285
R23,7/27/2018 11:00,112642.44,760.1165
R23,7/27/2018 12:00,114454.194,917.293
R23,7/27/2018 13:00,116149.063,997.432
R23,7/27/2018 14:00,117864.913,1014.3075
R23,7/27/2018 15:00,119572.705,970.342
R23,7/27/2018 16:00,121228.117,826.4605
R23,7/27/2018 17:00,122637.672,642.0835
R23,7/27/2018 18:00,123537.53,405.3085
R23,7/27/2018 19:00,123922.357,184.934
R23,7/27/2018 20:00,123975.062,27.0175
R23,7/27/2018 21:00,123975.062,
R23,7/27/2018 22:00,123975.062,
R23,7/27/2018 23:00,123975.062,
R23,7/28/2018 0:00,123975.062,
R23,7/28/2018 1:00,123975.062,
R23,7/28/2018 2:00,123975.062,
R23,7/28/2018 3:00,123975.062,
R23,7/28/2018 4:00,123975.062,
R23,7/28/2018 5:00,123975.062,
R23,7/28/2018 6:00,123975.062,
R23,7/28/2018 7:00,124016.595,27.735
R23,7/28/2018 8:00,124225.439,140.6065
R23,7/28/2018 9:00,124917.322,357.2195
R23,7/28/2018 10:00,126125.506,580.051
R23,7/28/2018 11:00,127729.985,775.3985
R23,7/28/2018 12:00,129528.265,918.035
R23,7/28/2018 13:00,131331.523,994.929
R23,7/28/2018 14:00,133095.87,1009.8395
R23,7/28/2018 15:00,134793.956,932.323
R23,7/28/2018 16:00,136460.286,814.701
R23,7/28/2018 17:00,137838.42,622.037
R23,7/28/2018 18:00,138699.45,379.95
R23,7/28/2018 19:00,139026.456,160.532
R23,7/28/2018 20:00,139059.383,18.8175
R23,7/28/2018 21:00,139059.383,
R23,7/28/2018 22:00,139059.383,
R23,7/28/2018 23:00,139059.383,
R23,7/29/2018 0:00,139059.383,
R23,7/29/2018 1:00,139059.383,
R23,7/29/2018 2:00,139059.383,
R23,7/29/2018 3:00,139059.383,
R23,7/29/2018 4:00,139059.383,
R23,7/29/2018 5:00,139059.383,
R23,7/29/2018 6:00,139059.383,
R23,7/29/2018 7:00,139093.522,26.58
R23,7/29/2018 8:00,139291.261,133.5685
R23,7/29/2018 9:00,139967.214,351.28
R23,7/29/2018 10:00,141103.938,546.0445
R23,7/29/2018 11:00,142708.999,770.4925
R23,7/29/2018 12:00,144583.261,909.3415
R23,7/29/2018 13:00,146413.373,986.7335
R23,7/29/2018 14:00,148214.779,983.632
R23,7/29/2018 15:00,149981.07,939.9405
R23,7/29/2018 16:00,151625.47,807.852
R23,7/29/2018 17:00,152951.056,578.6765
R23,7/29/2018 18:00,153787.279,401.3775
R23,7/29/2018 19:00,154049.852,117.757
R23,7/29/2018 20:00,154117.887,36.8395
R23,7/29/2018 21:00,154117.887,
R23,7/29/2018 22:00,154117.887,
R23,7/29/2018 23:00,154117.887,
R23,7/30/2018 0:00,154117.887,
R23,7/30/2018 1:00,154117.887,
R23,7/30/2018 2:00,154117.887,
R23,7/30/2018 3:00,154117.887,
R23,7/30/2018 4:00,154117.887,
R23,7/30/2018 5:00,154117.887,
R23,7/30/2018 6:00,154117.887,
R23,7/30/2018 7:00,154148.911,20.441
R23,7/30/2018 8:00,154321.959,82.859
R23,7/30/2018 9:00,154621.268,140.3665
R23,7/30/2018 10:00,155138.199,181.6375
R23,7/30/2018 11:00,155929.156,346.7595
R23,7/30/2018 12:00,157591.183,887.5875
R23,7/30/2018 13:00,159492.022,988.374
R23,7/30/2018 14:00,161288.87,1003.2105
R23,7/30/2018 15:00,162996.158,890.655
R23,7/30/2018 16:00,164688.562,802.459
R23,7/30/2018 17:00,166043.997,617.619
R23,7/30/2018 18:00,166924.389,397.062
R23,7/30/2018 19:00,167273.825,168.519
R23,7/30/2018 20:00,167310.069,21.092
R23,7/30/2018 21:00,167310.069,
R23,7/30/2018 22:00,167310.069,
R23,7/30/2018 23:00,167310.069,
R23,7/31/2018 0:00,167310.069,
R23,7/31/2018 1:00,167310.069,
R23,7/31/2018 2:00,167310.069,
R23,7/31/2018 3:00,167310.069,
R23,7/31/2018 4:00,167310.069,
R23,7/31/2018 5:00,167310.069,
R23,7/31/2018 6:00,167310.069,
R23,7/31/2018 7:00,167325.58,15.0425
R23,7/31/2018 8:00,167551.984,95.505
R23,7/31/2018 9:00,168004.466,170.141
R23,7/31/2018 10:00,168917.731,370.701
R23,7/31/2018 11:00,170397.159,734.6825
R23,7/31/2018 12:00,171889.66,772.247
R23,7/31/2018 13:00,173286.037,669.827
R23,7/31/2018 14:00,174509.829,631.919
R23,7/31/2018 15:00,175779.487,401.0085
R23,7/31/2018 16:00,177246.741,798.211
R23,7/31/2018 17:00,178660.486,643.667
R23,7/31/2018 18:00,179675.452,482.664
R23,7/31/2018 19:00,180016.637,148.8855
R23,7/31/2018 20:00,180049.18,18.4035
R23,7/31/2018 21:00,180049.18,
R23,7/31/2018 22:00,180049.18,
R23,7/31/2018 23:00,180049.18,
R23,8/1/2018 0:00,180049.18,
R23,8/1/2018 1:00,180049.18,
R23,8/1/2018 2:00,180049.18,
R23,8/1/2018 3:00,180049.18,
R23,8/1/2018 4:00,180049.18,
R23,8/1/2018 5:00,180049.18,
R23,8/1/2018 6:00,180049.18,
R23,8/1/2018 7:00,180076.29,23.3145
R23,8/1/2018 8:00,180265.097,128.4055
R23,8/1/2018 9:00,180914.663,339.8075
R23,8/1/2018 10:00,182067.477,543.2235
R23,8/1/2018 11:00,183614.842,746.726
R23,8/1/2018 12:00,185425.514,888.081
R23,8/1/2018 13:00,187267.088,975.938
R23,8/1/2018 14:00,189096.546,988.4645
R23,8/1/2018 15:00,190866.228,915.0835
R23,8/1/2018 16:00,192545.006,795.926
R23,8/1/2018 17:00,193866.37,585.401
R23,8/1/2018 18:00,194560.359,292.628
R23,8/1/2018 19:00,194909.338,170.197
R23,8/1/2018 20:00,194953.445,21.926
R23,8/1/2018 21:00,194953.445,
R23,8/1/2018 22:00,194953.445,
R23,8/1/2018 23:00,194953.445,
R23,8/2/2018 0:00,194953.445,
R23,8/2/2018 1:00,194953.445,
R23,8/2/2018 2:00,194953.445,
R23,8/2/2018 3:00,194953.445,
R23,8/2/2018 4:00,194953.445,
R23,8/2/2018 5:00,194953.445,
R23,8/2/2018 6:00,194953.445,
R23,8/2/2018 7:00,194953.445,
R23,8/2/2018 8:00,194953.445,
R23,8/2/2018 9:00,194953.445,
R23,8/2/2018 10:00,195513.288,532.585
R23,8/2/2018 11:00,197009.708,755.787
R23,8/2/2018 12:00,198813.527,897.1415
R23,8/2/2018 13:00,200763.681,1011.5155
R23,8/2/2018 14:00,202660.259,1026.4735
R23,8/2/2018 15:00,204463.573,928.697
R23,8/2/2018 16:00,206165.33,792.1145
R23,8/2/2018 17:00,207520.921,613.1965
R23,8/2/2018 18:00,208382.278,386.862
R23,8/2/2018 19:00,208713.435,164.5245
R23,8/2/2018 20:00,208744.624,17.1565
R23,8/2/2018 21:00,208744.624,
R23,8/2/2018 22:00,208744.624,
R23,8/2/2018 23:00,208744.624,
R23,8/3/2018 0:00,208744.624,
R23,8/3/2018 1:00,208744.624,
R23,8/3/2018 2:00,208744.624,
R23,8/3/2018 3:00,208744.624,
R23,8/3/2018 4:00,208744.624,
R23,8/3/2018 5:00,208744.624,
R23,8/3/2018 6:00,208744.624,
R23,8/3/2018 7:00,208776.843,24.986
R23,8/3/2018 8:00,208965.83,131.5005
R23,8/3/2018 9:00,209635.593,346.452
R23,8/3/2018 10:00,210826.195,560.905
R23,8/3/2018 11:00,212423.011,767.894
R23,8/3/2018 12:00,213813.369,927.5365
R23,8/3/2018 13:00,215573.597,1003.064
R23,8/3/2018 14:00,217350.883,1004.7
R23,8/3/2018 15:00,219011.338,943.7025
R23,8/3/2018 16:00,220609.418,825.0145
R23,8/3/2018 17:00,221996.909,633.571
R23,8/3/2018 18:00,222906.666,406.8705
R23,8/3/2018 19:00,223264.974,171.425
R23,8/3/2018 20:00,223295.572,17.14
R23,8/3/2018 21:00,223295.572,
R23,8/3/2018 22:00,223295.572,
R23,8/3/2018 23:00,223295.572,
R23,8/4/2018 0:00,223295.572,
R23,8/4/2018 1:00,223295.572,
R23,8/4/2018 2:00,223295.572,
R23,8/4/2018 3:00,223295.572,
R27,,5220831,0.095835105
R27,9/14/2018 2:30,5220831,0.576530293
R27,9/14/2018 2:45,5220831,0.796345532
R27,9/14/2018 3:00,5220831,0.600885421
R27,9/14/2018 3:15,5220831,0.530158073
R27,9/14/2018 3:30,5220831,0.311102383
R27,9/14/2018 3:45,5220831,0.470094524
R27,9/14/2018 4:00,0,0.616896585
R27,9/14/2018 4:15,5220831,0.295892805
R27,9/14/2018 4:30,0,0.306548387
R27,9/14/2018 4:45,5220831,0.682324067
R27,9/14/2018 5:00,5220831,0.979746431
R27,9/14/2018 5:15,5220831,1.093088627
R27,9/14/2018 5:30,5220831,3.197147727
R27,9/14/2018 5:45,5220831,7.0827353
R27,9/14/2018 6:00,5220831,7.559703588
R27,9/14/2018 6:15,5220831,9.147242308
R27,9/14/2018 6:30,5220831,12.80299425
R27,9/14/2018 6:45,5220831,18.94480276
R27,9/14/2018 7:00,5220831,15.64578962
R27,9/14/2018 7:15,5220831,6.816490412
R27,9/14/2018 7:30,5220831,7.184653759
R27,9/14/2018 7:45,5220831,12.67285991
R27,9/14/2018 8:00,5220831,19.85754776
R27,9/14/2018 8:15,5220832,26.32599926
R27,9/14/2018 8:30,5220834,27.44650745
R27,9/14/2018 8:45,5220834,23.41167259
R27,9/14/2018 9:00,5220834,25.13297749
R27,9/14/2018 9:15,5220834,28.33849335
R27,9/14/2018 9:30,5220836,24.47829056
R27,9/14/2018 9:45,5220838,23.23680592
R27,9/14/2018 10:00,5220840,42.74545479
R27,9/14/2018 10:15,5220840,54.31205559
R27,9/14/2018 10:30,5220840,46.88321304
R27,9/14/2018 10:45,5220840,56.01537323
R27,9/14/2018 11:00,5220840,71.96215057
R27,9/14/2018 11:15,5220840,62.35454941
R27,9/14/2018 11:30,5220840,39.39955616
R27,9/14/2018 11:45,5220840,55.92852879
R27,9/14/2018 12:00,5220840,67.28370094
R27,9/14/2018 12:15,5220840,47.76009941
R27,9/14/2018 12:30,5220840,34.15178299
R27,9/14/2018 12:45,5220840,29.6948185
R27,9/14/2018 13:00,5220840,35.69005585
R27,9/14/2018 13:15,5220840,39.38136482
R27,9/14/2018 13:30,5220840,47.17050552
R27,9/14/2018 13:45,5220840,53.43829536
R27,9/14/2018 14:00,5220840,51.57094955
R27,9/14/2018 14:15,5220840,41.72417068
R27,9/14/2018 14:30,5220840,29.81975651
R27,9/14/2018 14:45,5220840,29.09437466
R27,9/14/2018 15:00,5220840,30.28066921
R27,9/14/2018 15:15,5220840,30.85575581
R27,9/14/2018 15:30,5220840,33.68195418
R27,9/14/2018 15:45,5220840,
R27,9/14/2018 16:00,5220840,
R27,9/14/2018 16:15,5220840,
R27,9/14/2018 16:30,5220840,
R27,9/14/2018 16:45,5220840,
R27,9/14/2018 17:00,5220840,
R27,9/14/2018 17:15,5220840,
R27,9/14/2018 17:30,5220840,
R27,9/14/2018 17:45,5220840,
R27,9/14/2018 18:00,5220840,
R27,9/14/2018 18:15,5220840,
R27,9/14/2018 18:30,5220840,
R27,9/14/2018 18:45,5220840,
R27,9/14/2018 19:00,5220840,
R27,9/14/2018 19:15,5220840,
R27,9/14/2018 19:30,5220840,
R27,9/14/2018 19:45,5220840,
R27,9/14/2018 20:00,5220840,
R27,9/14/2018 20:15,5220840,
R27,9/14/2018 20:30,5220840,
R27,9/14/2018 20:45,5220840,
R27,9/14/2018 21:00,5220840,
R27,9/14/2018 21:15,5220840,
R27,9/14/2018 21:30,5220840,
R27,9/14/2018 21:45,5220840,
R27,9/14/2018 22:00,5220840,
R27,9/14/2018 22:15,5220840,
R27,9/14/2018 22:30,5220840,
R27,9/14/2018 22:45,5220840,
R27,9/14/2018 23:00,5220840,
R27,9/14/2018 23:15,5220840,
R27,9/14/2018 23:30,5220840,
R27,9/14/2018 23:45,5220840,
R27,9/15/2018 0:00,5220840,
R27,9/15/2018 0:15,5220840,
R27,9/15/2018 0:30,5220840,
R27,9/15/2018 0:45,5220840,
R27,9/15/2018 1:00,5220840,
R27,9/15/2018 1:15,5220840,
R27,9/15/2018 1:30,5220840,
R27,9/15/2018 1:45,5220840,
R27,9/15/2018 2:00,5220840,
R27,9/15/2018 2:15,5220840,
R27,9/15/2018 2:30,5220840,
R27,9/15/2018 2:45,5220840,
R27,9/15/2018 3:00,5220840,
R27,9/15/2018 3:15,5220840,
R27,9/15/2018 3:30,5220840,
R27,9/15/2018 3:45,5220840,
R27,9/15/2018 4:00,5220840,
R27,9/15/2018 4:15,5220840,
R27,9/15/2018 4:30,5220840,
R27,9/15/2018 4:45,5220840,
R27,9/15/2018 5:00,5220840,
R27,9/15/2018 5:15,5220840,
R27,9/15/2018 5:30,5220840,
R27,9/15/2018 5:45,5220840,
R27,9/15/2018 6:00,5220840,
R27,9/15/2018 6:15,5220840,
R27,9/15/2018 6:30,5220840,
R27,9/15/2018 6:45,5220840,
R27,9/15/2018 7:00,5220840,
R27,9/15/2018 7:15,5220840,
R27,9/15/2018 7:30,5220840,
R27,9/15/2018 7:45,5220840,
R27,9/15/2018 8:00,5220840,
R27,9/15/2018 8:15,5220840,
R27,9/15/2018 8:30,5220840,
R27,9/15/2018 8:45,5220840,
R27,9/15/2018 9:00,5220840,
R27,9/15/2018 9:15,5220840,
R27,9/15/2018 9:30,5220840,
R27,9/15/2018 9:45,5220840,
R27,9/15/2018 10:00,5220840,
R27,9/15/2018 10:15,5220840,
R27,9/15/2018 10:30,5220840,
R27,9/15/2018 10:45,5220840,
R27,9/15/2018 11:00,5220840,
R27,9/15/2018 11:15,5220840,
R27,9/15/2018 11:30,5220840,
R27,9/15/2018 11:45,5220840,
R27,9/15/2018 12:00,5220840,
R27,9/15/2018 12:15,5220840,
R27,9/15/2018 12:30,5220840,
R27,9/15/2018 12:45,5220840,
R27,9/15/2018 13:00,5220840,
R27,9/15/2018 13:15,5220840,
R27,9/15/2018 13:30,5220840,
R27,9/15/2018 13:45,5220840,
R27,9/15/2018 14:00,5220840,
R27,9/15/2018 14:15,5220840,
R27,9/15/2018 14:30,5220840,
R27,9/15/2018 14:45,5220840,
R27,9/15/2018 15:00,5220840,
R27,9/15/2018 15:15,5220840,
R27,9/15/2018 15:30,5220840,
R27,9/15/2018 15:45,5220840,
R27,9/15/2018 16:00,5220840,
R27,9/15/2018 16:15,5220840,
R27,9/15/2018 16:30,5220840,
R27,9/15/2018 16:45,5220840,
R27,9/15/2018 17:00,5220840,
R27,9/15/2018 17:15,5220840,
R27,9/15/2018 17:30,5220840,
R27,9/15/2018 17:45,5220840,
R27,9/15/2018 18:00,5220840,
R27,9/15/2018 18:15,5220840,
R27,9/15/2018 18:30,5220840,
R27,9/15/2018 18:45,5220840,
R27,9/15/2018 19:00,5220840,
R27,9/15/2018 19:15,5220840,
R27,9/15/2018 19:30,5220840,
R27,9/15/2018 19:45,5220840,
R27,9/15/2018 20:00,5220840,
R27,9/15/2018 20:15,5220840,
R27,9/15/2018 20:30,5220840,
R27,9/15/2018 20:45,5220840,
R27,9/15/2018 21:00,5220840,
R27,9/15/2018 21:15,5220840,
R27,9/15/2018 21:30,5220840,
R27,9/15/2018 21:45,5220840,
R27,9/15/2018 22:00,5220840,
R27,9/15/2018 22:15,5220840,
R27,9/15/2018 22:30,5220840,
R27,9/15/2018 22:45,5220840,
R27,9/15/2018 23:00,5220840,
R27,9/15/2018 23:15,5220840,
R27,9/15/2018 23:30,5220840,
R27,9/15/2018 23:45,5220840,
R27,9/16/2018 0:00,5220840,
R27,9/16/2018 0:15,5220840,
R27,9/16/2018 0:30,5220840,
R27,9/16/2018 0:45,5220840,
R27,9/16/2018 1:00,5220840,
R27,9/16/2018 1:15,5220840,
R27,9/16/2018 1:30,5220840,
R27,9/16/2018 1:45,5220840,
R27,9/16/2018 2:00,5220840,
R27,9/16/2018 2:15,5220840,
R27,9/16/2018 2:30,5220840,
R27,9/16/2018 2:45,5220840,
R27,9/16/2018 3:00,5220840,
R27,9/16/2018 3:15,5220840,
R27,9/16/2018 3:30,5220840,
R27,9/16/2018 3:45,5220840,
R27,9/16/2018 4:00,5220840,
R27,9/16/2018 4:15,5220840,
R27,9/16/2018 4:30,5220840,
R27,9/16/2018 4:45,5220840,
R27,9/16/2018 5:00,5220840,
R27,9/16/2018 5:15,5220840,
R27,9/16/2018 5:30,5220840,
R27,9/16/2018 5:45,5220840,
R27,9/16/2018 6:00,5220840,
R27,9/16/2018 6:15,5220840,
R27,9/16/2018 6:30,5220840,
R27,9/16/2018 6:45,5220840,
R27,9/16/2018 7:00,5220840,
R27,9/16/2018 7:15,5220840,
R27,9/16/2018 7:30,5220840,
R27,9/16/2018 7:45,5220840,
R27,9/16/2018 8:00,5220840,
R27,9/16/2018 8:15,5220840,
R27,9/16/2018 8:30,5220840,
R27,9/16/2018 8:45,5220840,
R27,9/16/2018 9:00,5220840,
R27,9/16/2018 9:15,5220840,
R27,9/16/2018 9:30,5220840,
R27,9/16/2018 9:45,5220840,
R27,9/16/2018 10:00,5220840,
R27,9/16/2018 10:15,5220840,
R27,9/16/2018 10:30,5220840,
R27,9/16/2018 10:45,5220840,
R27,9/16/2018 11:00,5220840,
R27,9/16/2018 11:15,5220840,
R27,9/16/2018 11:30,5220840,
R27,9/16/2018 11:45,5220840,
R27,9/16/2018 12:00,5220840,
R27,9/16/2018 12:15,5220840,
R27,9/16/2018 12:30,5220840,
R27,9/16/2018 12:45,5220840,
R27,9/16/2018 13:00,5220840,
R27,9/16/2018 13:15,5220840,
R27,9/16/2018 13:30,5220840,
R27,9/16/2018 13:45,5220840,
R27,9/16/2018 14:00,5220840,
R27,9/16/2018 14:15,5220840,
R27,9/16/2018 14:30,5220840,
R27,9/16/2018 14:45,5220840,
R27,9/16/2018 15:00,5220840,27.85177898
R27,9/16/2018 15:15,5220840,26.87187576
R27,9/16/2018 15:30,5220840,25.30456066
R27,9/16/2018 15:45,5220840,22.42121315
R27,9/16/2018 16:00,5220840,21.80571365
R27,9/16/2018 16:15,5220840,23.29872131
R27,9/16/2018 16:30,5220840,22.70402145
R27,9/16/2018 16:45,5220843,16.00414753
R27,9/16/2018 17:00,5220845,8.542674303
R27,9/16/2018 17:15,5220847,2.773234665
R27,9/16/2018 17:30,5220849,0.508090191
R27,9/16/2018 17:45,5220851,0.203844182
R27,9/16/2018 18:00,5220853,0.225141838
R27,9/16/2018 18:15,5220855,0.10116227
R27,9/16/2018 18:30,5220855,0.10420382
R27,9/16/2018 18:45,5220855,0.098118956
R27,9/16/2018 19:00,5220855,0.015212084
R27,9/16/2018 19:15,5220855,0.025100279
R27,9/16/2018 19:30,5220855,0.028143608
R27,9/16/2018 19:45,5220855,0.038793867
R27,9/16/2018 20:00,5220855,0.162027836
R27,9/16/2018 20:15,5220855,0.567485631
R27,9/16/2018 20:30,5220855,0.448817482
R27,9/16/2018 20:45,5220855,0.022060623
