randid,Date,Energy,Irradiance
R27,9/16/2018 21:00,5220855,0
R27,9/16/2018 21:15,5220855,0
R27,9/16/2018 21:30,5220855,0
R27,9/16/2018 21:45,5220855,0.055532034
R27,9/16/2018 22:00,5220855,0.271574866
R27,9/16/2018 22:15,5220855,0.284507178
R27,9/16/2018 22:30,5220855,0.068464346
R27,9/16/2018 22:45,5220855,0
R27,9/16/2018 23:00,5220855,0
R27,9/16/2018 23:15,5220855,0.020539248
R27,9/16/2018 23:30,5220855,0.037274871
R27,9/16/2018 23:45,5220855,0.016735623
R27,9/17/2018 0:00,5220855,0
R27,9/17/2018 0:15,5220855,0
R27,9/17/2018 0:30,5220855,0.093568526
R27,9/17/2018 0:45,5220855,0.267773844
R27,9/17/2018 1:00,5220855,0.540873393
R27,9/17/2018 1:15,5220855,0.735618293
R27,9/17/2018 1:30,5220855,0.788106769
R27,9/17/2018 1:45,5220855,0.646611467
R27,9/17/2018 2:00,5220855,0.375795111
R27,9/17/2018 2:15,5220855,0.483055174
R27,9/17/2018 2:30,5220855,0.635956645
R27,9/17/2018 2:45,5220855,0.552276909
R27,9/17/2018 3:00,5220855,0.510434955
R27,9/17/2018 3:15,5220855,0.556836545
R27,9/17/2018 3:30,5220855,0.499020785
R27,9/17/2018 3:45,5220855,0.511942267
R27,9/17/2018 4:00,5220855,0.493673488
R27,9/17/2018 4:15,5220855,0.294365928
R27,9/17/2018 4:30,5220855,0.354446188
R27,9/17/2018 4:45,5220855,0.475379914
R27,9/17/2018 5:00,5220855,0.876198217
R27,9/17/2018 5:15,5220855,2.380617559
R27,9/17/2018 5:30,5220855,7.358517051
R27,9/17/2018 5:45,5220855,15.64610004
R27,9/17/2018 6:00,5220855,29.54471207
R27,9/17/2018 6:15,5220855,59.64955521
R27,9/17/2018 6:30,5220855,109.1030808
R27,9/17/2018 6:45,5220855,118.0234146
R27,9/17/2018 7:00,5220855,123.5939178
R27,9/17/2018 7:15,5220855,161.8243561
R27,9/17/2018 7:30,5220857,236.0819244
R27,9/17/2018 7:45,5220861,303.7969666
R27,9/17/2018 8:00,5220870,319.4532928
R27,9/17/2018 8:15,5220888,432.1938477
R27,9/17/2018 8:30,5220900,467.2506256
R27,9/17/2018 8:45,5220919,365.2050934
R27,9/17/2018 9:00,5220940,473.9694824
R27,9/17/2018 9:15,5220976,638.6938171
R27,9/17/2018 9:30,5221015,621.3791809
R27,9/17/2018 9:45,5221054,762.601593
R27,9/17/2018 10:00,5221121,888.8017883
R27,9/17/2018 10:15,5221171,802.7000732
R27,9/17/2018 10:30,5221213,695.9142761
R27,9/17/2018 10:45,5221286,726.471283
R27,9/17/2018 11:00,5221329,825.4596252
R27,9/17/2018 11:15,5221400,945.3781128
R27,9/17/2018 11:30,5221510,812.0259705
R27,9/17/2018 11:45,5221608,681.6655273
R27,9/17/2018 12:00,5221698,795.8707886
R27,9/17/2018 12:15,5221772,590.4485474
R27,9/17/2018 12:30,5221865,416.6059875
R27,9/17/2018 12:45,5221956,566.1018372
R27,9/17/2018 13:00,5222067,764.2232361
R27,9/17/2018 13:15,5222133,820.1003113
R27,9/17/2018 13:30,5222226,740.742218
R27,9/17/2018 13:45,5222316,696.4197693
R27,9/17/2018 14:00,5222362,611.5156708
R27,9/17/2018 14:15,5222417,544.4844513
R27,9/17/2018 14:30,5222497,604.0715637
R27,9/17/2018 14:45,5222597,590.2822266
R27,9/17/2018 15:00,5222697,486.5752869
R27,9/17/2018 15:15,5222780,378.7486877
R27,9/17/2018 15:30,5222871,301.8119354
R27,9/17/2018 15:45,5222934,165.9921875
R27,9/17/2018 16:00,5223008,68.73426437
R27,9/17/2018 16:15,5223087,63.00028992
R27,9/17/2018 16:30,5223158,55.05430794
R27,9/17/2018 16:45,5223210,39.47441006
R27,9/17/2018 17:00,5223255,22.8251214
R27,9/17/2018 17:15,5223287,9.136580825
R27,9/17/2018 17:30,5223296,1.96597673
R27,9/17/2018 17:45,5223303,0.157308713
R27,9/17/2018 18:00,5223310,0
R27,9/17/2018 18:15,5223316,0
R27,9/17/2018 18:30,5223319,0.000760145
R27,9/17/2018 18:45,5223320,0.000760145
R27,9/17/2018 19:00,5223320,0
R27,9/17/2018 19:15,5223320,0
R27,9/17/2018 19:30,5223320,0
R27,9/17/2018 19:45,5223320,0
R27,9/17/2018 20:00,5223320,0
R27,9/17/2018 20:15,5223320,0
R27,9/17/2018 20:30,5223320,0
R27,9/17/2018 20:45,5223320,0.014447188
R27,9/17/2018 21:00,5223320,0.024332215
R27,9/17/2018 21:15,5223320,0.009885027
R27,9/17/2018 21:30,5223320,0
R27,9/17/2018 21:45,5223320,0
R27,9/17/2018 22:00,5223320,0
R27,9/17/2018 22:15,5223320,0
R27,9/17/2018 22:30,5223320,0
R27,9/17/2018 22:45,5223320,0
R27,9/17/2018 23:00,5223320,0.006083558
R27,9/17/2018 23:15,5223320,0.019772739
R27,9/17/2018 23:30,5223320,0.013689181
R27,9/17/2018 23:45,5223320,0.018251458
R27,9/18/2018 0:00,5223320,0.032700456
R27,9/18/2018 0:15,5223320,0.014448998
R27,9/18/2018 0:30,5223320,0.006844373
R27,9/18/2018 0:45,5223320,0.006844373
R27,9/18/2018 1:00,5223320,0.049432412
R27,9/18/2018 1:15,5223320,0.049432412
R27,9/18/2018 1:30,5223320,0.106460042
R27,9/18/2018 1:45,5223320,0.280595191
R27,9/18/2018 2:00,5223320,0.206073884
R27,9/18/2018 2:15,5223320,0.047907898
R27,9/18/2018 2:30,5223320,0.022812793
R27,9/18/2018 2:45,5223320,0.006843631
R27,9/18/2018 3:00,5223320,0
R27,9/18/2018 3:15,5223320,0.003801876
R27,9/18/2018 3:30,5223320,0.003801876
R27,9/18/2018 3:45,5223320,0
R27,9/18/2018 4:00,5223320,0
R27,9/18/2018 4:15,5223320,0
R27,9/18/2018 4:30,5223320,0
R27,9/18/2018 4:45,5223320,0
R27,9/18/2018 5:00,5223320,0.174935967
R27,9/18/2018 5:15,5223320,2.924509436
R27,9/18/2018 5:30,5223320,21.08465075
R27,9/18/2018 5:45,5223320,58.2099247
R27,9/18/2018 6:00,5223320,97.25324631
R27,9/18/2018 6:15,5223320,154.9709282
R27,9/18/2018 6:30,5223320,224.3597717
R27,9/18/2018 6:45,5223320,273.35849
R27,9/18/2018 7:00,5223320,327.8495636
R27,9/18/2018 7:15,5223321,404.5863953
R27,9/18/2018 7:30,5223327,477.9821625
R27,9/18/2018 7:45,5223338,538.8782654
R27,9/18/2018 8:00,5223358,595.9849854
R27,9/18/2018 8:15,5223386,650.3543091
R27,9/18/2018 8:30,5223421,703.4230042
R27,9/18/2018 8:45,5223465,752.5215149
R27,9/18/2018 9:00,5223518,796.7134399
R27,9/18/2018 9:15,5223582,838.1519775
R27,9/18/2018 9:30,5223653,878.3316345
R27,9/18/2018 9:45,5223732,911.5344238
R27,9/18/2018 10:00,5223817,941.1808472
R27,9/18/2018 10:15,5223908,965.3709412
R27,9/18/2018 10:30,5224004,943.5434265
R27,9/18/2018 10:45,5224104,869.7027588
R27,9/18/2018 11:00,5224209,899.8477783
R27,9/18/2018 11:15,5224318,831.908844
R27,9/18/2018 11:30,5224429,647.8937378
R27,9/18/2018 11:45,5224542,684.6354065
R27,9/18/2018 12:00,5224656,874.6014404
R27,9/18/2018 12:15,5224759,954.3837891
R27,9/18/2018 12:30,5224849,960.4056091
R27,9/18/2018 12:45,5224956,825.0586548
R27,9/18/2018 13:00,5225033,628.1882019
R27,9/18/2018 13:15,5225104,608.8916931
R27,9/18/2018 13:30,5225187,618.0033875
R27,9/18/2018 13:45,5225289,543.3955536
R27,9/18/2018 14:00,5225389,402.5307617
R27,9/18/2018 14:15,5225505,296.2655563
R27,9/18/2018 14:30,5225585,242.6630173
R27,9/18/2018 14:45,5225660,202.7782059
R27,9/18/2018 15:00,5225736,151.6632156
R27,9/18/2018 15:15,5225813,123.9613457
R27,9/18/2018 15:30,5225869,112.9766159
R27,9/18/2018 15:45,5225912,118.5640221
R27,9/18/2018 16:00,5225943,121.2910385
R27,9/18/2018 16:15,5225973,105.6413918
R27,9/18/2018 16:30,5225995,78.11829758
R27,9/18/2018 16:45,5226011,50.05998802
R27,9/18/2018 17:00,5226025,35.08925915
R27,9/18/2018 17:15,5226038,19.14569616
R27,9/18/2018 17:30,5226054,4.865198374
R27,9/18/2018 17:45,5226068,0.764642477
R27,9/18/2018 18:00,5226079,0
R27,9/18/2018 18:15,5226086,0
R27,9/18/2018 18:30,5226091,0
R27,9/18/2018 18:45,5226093,0
R27,9/18/2018 19:00,5226093,0
R27,9/18/2018 19:15,5226093,0.123171158
R27,9/18/2018 19:30,5226093,0.241782904
R27,9/18/2018 19:45,5226093,0.126215107
R27,9/18/2018 20:00,5226093,0.007603362
R27,9/18/2018 20:15,5226093,0
R27,9/18/2018 20:30,5226093,0.029654205
R27,9/18/2018 20:45,5226093,0.334557176
R27,9/18/2018 21:00,5226093,0.478264883
R27,9/18/2018 21:15,5226093,0.173361912
R27,9/18/2018 21:30,5226093,0.028133351
R27,9/18/2018 21:45,5226093,0.102649067
R27,9/18/2018 22:00,5226093,0.122418113
R27,9/18/2018 22:15,5226093,0.047902398
R27,9/18/2018 22:30,5226093,0
R27,9/18/2018 22:45,5226093,0
R27,9/18/2018 23:00,5226093,0.006843217
R27,9/18/2018 23:15,5226093,0
R27,9/18/2018 23:30,5226093,0
R27,9/18/2018 23:45,5226093,0
R27,9/19/2018 0:00,5226093,0
R27,9/19/2018 0:15,0,0
R27,9/19/2018 0:30,5226093,0
R27,9/19/2018 0:45,5226093,0
R27,10/12/2018 1:15,5282683,0
R27,10/12/2018 1:30,5282683,0
R27,10/12/2018 1:45,5282683,0
R27,10/12/2018 2:00,5282683,0
R27,10/12/2018 2:15,5282683,0
R27,10/12/2018 2:30,5282683,0
R27,10/12/2018 2:45,5282683,0
R27,10/12/2018 3:00,5282683,0
R27,10/12/2018 3:15,5282683,0
R27,10/12/2018 3:30,5282683,0
R27,10/12/2018 3:45,5282683,0
R27,10/12/2018 4:00,5282683,0
R27,10/12/2018 4:15,5282683,0
R27,10/12/2018 4:30,5282683,0
R27,10/12/2018 4:45,5282683,0
R27,10/12/2018 5:00,5282683,0
R27,10/12/2018 5:15,5282683,0.01066581
R27,10/12/2018 5:30,5282683,6.27626363
R27,10/12/2018 5:45,5282683,38.80274153
R27,10/12/2018 6:00,5282683,96.68393326
R27,10/12/2018 6:15,5282683,162.4899597
R27,10/12/2018 6:30,5282683,232.2871094
R27,10/12/2018 6:45,5282683,303.9581909
R27,10/12/2018 7:00,5282683,375.4925385
R27,10/12/2018 7:15,5282684,445.0664368
R27,10/12/2018 7:30,5282687,511.8135529
R27,10/12/2018 7:45,5282698,575.4434814
R27,10/12/2018 8:00,5282721,636.4742432
R27,10/12/2018 8:15,5282752,694.7157288
R27,10/12/2018 8:30,5282794,749.1604614
R27,10/12/2018 8:45,5282846,799.776947
R27,10/12/2018 9:00,5282908,845.4535217
R27,10/12/2018 9:15,5282979,886.3905945
R27,10/12/2018 9:30,5283058,923.6196899
R27,10/12/2018 9:45,5283145,956.3323364
R27,10/12/2018 10:00,5283240,982.7457581
R27,10/12/2018 10:15,5283340,1004.904266
R27,10/12/2018 10:30,5283446,1021.766602
R27,10/12/2018 10:45,5283554,1031.309021
R27,10/12/2018 11:00,5283669,1038.62146
R27,10/12/2018 11:15,5283787,1041.339355
R27,10/12/2018 11:30,5283909,1037.408264
R27,10/12/2018 11:45,5284030,1027.431335
R27,10/12/2018 12:00,5284152,1012.243134
R27,10/12/2018 12:15,5284273,994.2044678
R27,10/12/2018 12:30,5284395,970.2940979
R27,10/12/2018 12:45,5284516,940.1158142
R27,10/12/2018 13:00,5284637,903.1058655
R27,10/12/2018 13:15,5284759,867.1550293
R27,10/12/2018 13:30,5284880,828.2799683
R27,10/12/2018 13:45,5285002,780.198822
R27,10/12/2018 14:00,5285122,730.2411804
R27,10/12/2018 14:15,5285240,675.6262817
R27,10/12/2018 14:30,5285355,616.3001709
R27,10/12/2018 14:45,5285466,555.7670288
R27,10/12/2018 15:00,5285574,493.204071
R27,10/12/2018 15:15,5285677,427.4037476
R27,10/12/2018 15:30,5285774,360.6198273
R27,10/12/2018 15:45,5285866,293.6959381
R27,10/12/2018 16:00,5285951,224.665184
R27,10/12/2018 16:15,5286029,138.4019661
R27,10/12/2018 16:30,5286099,51.50840044
R27,10/12/2018 16:45,5286160,8.362578332
R27,10/12/2018 17:00,5286212,0.637438238
R27,10/12/2018 17:15,5286255,0
R27,10/12/2018 17:30,5286288,0
R27,10/12/2018 17:45,5286311,0
R27,10/12/2018 18:00,5286320,0
R27,10/12/2018 18:15,5286321,0
R27,10/12/2018 18:30,5286321,0
R27,10/12/2018 18:45,5286321,0
R27,10/12/2018 19:00,5286321,0
R27,10/12/2018 19:15,5286321,0
R27,10/12/2018 19:30,5286321,0
R27,10/12/2018 19:45,5286321,0
R27,10/12/2018 20:00,5286321,0
R27,10/12/2018 20:15,5286321,0
R27,10/12/2018 20:30,5286321,0.005329693
R27,10/12/2018 20:45,5286321,0.006091093
R27,10/12/2018 21:00,5286321,0.0007614
R27,10/12/2018 21:15,5286321,0
R27,10/12/2018 21:30,5286321,0
R27,10/12/2018 21:45,5286321,0
R27,10/12/2018 22:00,5286321,0
R27,10/12/2018 22:15,5286321,0
R27,10/12/2018 22:30,5286321,0
R27,10/12/2018 22:45,5286321,0
R27,10/12/2018 23:00,5286321,0
R27,10/12/2018 23:15,5286321,0
R27,10/12/2018 23:30,5286321,0
R27,10/12/2018 23:45,5286321,0
R27,10/13/2018 0:00,5286321,0
R27,10/13/2018 0:15,5286321,0
R27,10/13/2018 0:30,5286321,0
R27,10/13/2018 0:45,5286321,0
R27,10/13/2018 1:00,5286321,0
R27,10/13/2018 1:15,5286321,0.005333912
R27,10/13/2018 1:30,5286321,0.005333912
R27,10/13/2018 1:45,5286321,0
R27,10/13/2018 2:00,5286321,0
R27,10/13/2018 2:15,5286321,0
R27,10/13/2018 2:30,5286321,0
R27,10/13/2018 2:45,5286321,0
R27,10/13/2018 3:00,5286321,0
R27,10/13/2018 3:15,5286321,0
R27,10/13/2018 3:30,5286321,0
R27,10/13/2018 3:45,5286321,0
R27,10/13/2018 4:00,5286321,0
R27,10/13/2018 4:15,5286321,0.119632356
R27,10/13/2018 4:30,5286321,0.286505409
R27,10/13/2018 4:45,5286321,0.492241934
R27,10/13/2018 5:00,5286321,0.35432373
R27,10/13/2018 5:15,5286321,0.812258407
R27,10/13/2018 5:30,5286321,7.73535043
R27,10/13/2018 5:45,5286321,15.57153463
R27,10/13/2018 6:00,5286321,22.60530186
R27,10/13/2018 6:15,5286321,48.32013798
R27,10/13/2018 6:30,5286321,95.66973877
R27,10/13/2018 6:45,5286321,154.7029381
R27,10/13/2018 7:00,5286321,155.9752235
R27,10/13/2018 7:15,5286321,133.945591
R27,10/13/2018 7:30,5286322,202.0284271
R27,10/13/2018 7:45,5286324,235.5864334
R27,10/13/2018 8:00,5286333,441.8871078
R27,10/13/2018 8:15,5286348,696.1491089
R27,10/13/2018 8:30,5286372,743.932251
R27,10/13/2018 8:45,5286387,792.0257568
R27,10/13/2018 9:00,5286405,831.805481
R27,10/13/2018 9:15,5286440,861.9015808
R27,10/13/2018 9:30,5286467,896.0478821
R27,10/13/2018 9:45,5286556,933.3044434
R27,10/13/2018 10:00,5286649,962.9656372
R27,10/13/2018 10:15,5286749,986.3119507
R27,10/13/2018 10:30,5286854,1004.549072
R27,10/13/2018 10:45,5286963,1019.003723
R27,10/13/2018 11:00,5287076,1025.944153
R27,10/13/2018 11:15,5287193,1033.182251
R27,10/13/2018 11:30,5287314,1039.476746
R27,10/13/2018 11:45,5287436,1039.964355
R27,10/13/2018 12:00,5287557,971.7363586
R27,10/13/2018 12:15,5287678,881.0531921
R27,10/13/2018 12:30,5287800,709.7839661
R27,10/13/2018 12:45,5287921,680.3858337
R27,10/13/2018 13:00,5288043,522.3090515
R27,10/13/2018 13:15,5288164,483.8836975
R27,10/13/2018 13:30,5288285,669.4421082
R27,10/13/2018 13:45,5288388,725.7343445
R27,10/13/2018 14:00,5288492,805.4038086
R27,10/13/2018 14:15,5288556,722.292572
R27,10/13/2018 14:30,5288648,641.2373352
R27,10/13/2018 14:45,5288679,570.2892456
R27,10/13/2018 15:00,5288772,486.9810791
R27,10/13/2018 15:15,5288854,412.9432678
R27,10/13/2018 15:30,5288962,337.9476013
R27,10/13/2018 15:45,5289063,278.4285736
R27,10/13/2018 16:00,5289151,233.4660034
R27,10/13/2018 16:15,5289232,171.0099564
R27,10/13/2018 16:30,5289303,96.12290382
R27,10/13/2018 16:45,5289362,30.63454938
R27,10/13/2018 17:00,5289413,2.403676279
R27,10/13/2018 17:15,5289452,0.047922142
R27,10/13/2018 17:30,5289485,0
R27,10/13/2018 17:45,5289510,0
R27,10/13/2018 18:00,5289524,0
R27,10/13/2018 18:15,5289528,0
R27,10/13/2018 18:30,5289528,0
R27,10/13/2018 18:45,5289528,0
R27,10/13/2018 19:00,5289528,0
R27,10/13/2018 19:15,5289528,0
R27,10/13/2018 19:30,5289528,0
R27,10/13/2018 19:45,5289528,0
R27,10/13/2018 20:00,5289528,0
R27,10/13/2018 20:15,5289528,0
R27,10/13/2018 20:30,5289528,0
R27,10/13/2018 20:45,5289528,0
R27,10/13/2018 21:00,5289528,0
R27,10/13/2018 21:15,5289528,0
R27,10/13/2018 21:30,5289528,0
R27,10/13/2018 21:45,5289528,0
R27,10/13/2018 22:00,5289528,0
R27,10/13/2018 22:15,5289528,0
R27,10/13/2018 22:30,5289528,0
R27,10/13/2018 22:45,5289528,0
R27,10/13/2018 23:00,5289528,0
R27,10/13/2018 23:15,5289528,
R27,10/13/2018 23:30,5289528,
R27,10/13/2018 23:45,5289528,
R27,10/14/2018 0:00,5289528,
R27,10/14/2018 0:15,5289528,
R27,10/14/2018 0:30,5289528,
R27,10/14/2018 0:45,5289528,
