date,randid,generated_kW,expected_kW,irrad_poa_Wm2,temp_amb_C,wind_speed_ms,temp_mod_C
2018-04-04 14:00:00,R15,19272.916,20000.0,1075.7285,24.2255,7.7225,42.564
2018-04-04 15:00:00,R15,18022.961,20000.0,984.571,24.7755,6.7395,43.2565
2018-04-04 16:00:00,R15,15500.34,17733.965544,826.457,25.4025,7.2245,41.198
2018-04-04 17:00:00,R15,11584.577,12623.127317,598.714,24.307,6.0105,37.0415
2018-04-04 18:00:00,R15,6518.875,6905.901397,341.589,22.574,6.0235,27.411
2018-04-05 07:00:00,R15,31.87,16.208699,0.8625,14.8855,4.765,11.5855
2018-04-05 08:00:00,R15,1844.364,2638.962898,137.979,16.623,4.3235,15.287
2018-04-05 09:00:00,R15,7420.898,8551.91766,429.103,19.575,6.231,24.2195
2018-04-05 10:00:00,R15,11364.157,12514.814006,606.739,21.3875,5.7215,31.9595
2018-04-05 11:00:00,R15,16092.956,20000.0,871.451,23.15,6.777,38.5095
2018-04-05 12:00:00,R15,17022.084,20000.0,912.21,24.629,8.1825,39.414
2018-04-05 13:00:00,R15,15525.798,20000.0,942.3695,24.68,8.151,38.24
2018-04-05 14:00:00,R15,15075.705,20000.0,853.826,26.173,7.9045,39.266
2018-04-05 15:00:00,R15,17069.952,20000.0,939.028,25.6385,8.561,40.714
2018-04-05 16:00:00,R15,14432.178,16251.849903,774.871,24.6015,9.624,35.818
2018-04-05 17:00:00,R15,9844.402,9884.383662,481.302,23.9945,9.049,30.964
2018-04-05 18:00:00,R15,5298.635,4914.368521,245.3425,22.07,8.991,25.3405
2018-04-06 07:00:00,R15,9.387,8.550612,0.45,15.565,6.328,13.904
2018-04-06 08:00:00,R15,1690.999,2609.310611,135.916,15.601,6.9655,16.0885
2018-04-06 09:00:00,R15,4346.799,3603.163989,185.6955,16.4925,7.671,18.3735
2018-04-06 10:00:00,R15,4987.701,4918.201789,250.237,17.5065,8.234,21.1575
2018-04-06 11:00:00,R15,6993.288,6015.530345,303.8185,17.902,8.838,22.775
2018-04-06 12:00:00,R15,15545.204,15915.269523,757.682,20.5,7.9725,36.169
2018-04-06 13:00:00,R15,16519.414,20000.0,954.996,22.662,9.246,38.096
2018-04-06 14:00:00,R15,12658.957,10411.456553,503.837,23.1295,9.122,32.3815
2018-04-06 15:00:00,R15,9968.367,10164.156058,496.2985,22.568,8.522,30.3325
2018-04-06 16:00:00,R15,12632.388,14557.093987,701.91,23.031,8.1085,33.214
2018-04-06 17:00:00,R15,10682.28,10811.175352,527.0795,21.298,9.1365,30.683
2018-04-06 18:00:00,R15,6606.689,7669.459975,382.3915,19.934,8.987,25.6285
2018-04-07 07:00:00,R15,50.039,20.623113,1.0775,17.4035,4.582,15.442
2018-04-07 08:00:00,R15,1614.273,2270.723652,117.218,17.9975,4.258,18.02
2018-04-07 09:00:00,R15,6426.828,7317.199038,362.2105,21.121,4.5725,27.239
2018-04-07 10:00:00,R15,11310.478,12734.133426,614.8675,22.6125,4.8855,32.893
2018-04-07 11:00:00,R15,15357.04,17738.530238,838.4025,23.7595,6.0925,37.8615
2018-04-07 12:00:00,R15,17546.425,20000.0,961.681,23.723,7.108,39.2495
2018-04-07 13:00:00,R15,10331.206,9642.563465,465.4505,21.548,8.118,32.9625
2018-04-07 14:00:00,R15,10112.443,12108.254986,583.5755,23.0105,9.615,33.3155
2018-04-07 15:00:00,R15,16382.938,20000.0,986.1975,22.9835,10.712,37.692
2018-04-07 16:00:00,R15,15555.087,16738.178178,804.0865,21.721,10.6845,34.071
2018-04-07 17:00:00,R15,11933.97,12422.996565,606.6645,21.025,9.926,30.306
2018-04-07 18:00:00,R15,6742.621,6959.971711,350.147,19.0365,9.498,23.6365
2018-04-08 07:00:00,R15,67.884,49.204287,2.678,9.2715,7.923,6.928
2018-04-08 08:00:00,R15,2097.344,2936.371064,156.6825,10.173,9.171,11.01
2018-04-08 09:00:00,R15,6208.731,6224.877583,326.959,10.68,9.812,14.319
2018-04-08 10:00:00,R15,11734.67,12229.664387,625.577,12.158,10.578,19.9935
2018-04-08 11:00:00,R15,17362.639,20000.0,923.844,14.991,10.5045,26.809
2018-04-08 12:00:00,R15,19356.049,20000.0,1045.0685,17.7975,8.985,34.239
2018-04-08 13:00:00,R15,19522.846,20000.0,1135.029,19.561,8.1455,38.2805
2018-04-08 14:00:00,R15,19433.605,20000.0,1135.829,21.3015,5.0475,42.62
2018-04-08 15:00:00,R15,17462.321,20000.0,936.571,22.5605,4.0015,43.348
2018-04-08 16:00:00,R15,15073.59,17060.182066,815.755,22.208,8.1195,35.1485
2018-04-08 17:00:00,R15,11078.278,12181.136931,594.83,20.7275,8.5025,30.315
2018-04-08 18:00:00,R15,6980.808,7205.637035,359.5255,20.2215,8.138,25.4675
2018-04-09 07:00:00,R15,78.042,72.591957,4.097,2.815,1.4225,-0.352
2018-04-09 08:00:00,R15,2021.552,2650.958748,144.613,7.126,1.3315,6.46
2018-04-09 09:00:00,R15,7267.598,8001.875746,403.5505,13.7925,0.65,23.0965
2018-04-09 10:00:00,R15,12288.149,14195.909463,673.4935,16.383,1.0445,36.978
2018-04-09 11:00:00,R15,15333.855,20000.0,868.4685,19.0715,1.599,43.38
2018-04-09 12:00:00,R15,14980.484,18670.45674,853.903,21.6825,3.553,45.7205
2018-04-09 13:00:00,R15,18178.924,20000.0,1101.965,24.423,4.7685,48.807
2018-04-09 14:00:00,R15,18200.562,20000.0,1097.1965,25.978,5.2,51.1295
2018-04-09 15:00:00,R15,17225.391,20000.0,1011.421,27.246,5.076,50.6865
2018-04-09 16:00:00,R15,15222.489,18956.314952,855.155,27.727,4.3805,49.079
2018-04-09 17:00:00,R15,11608.555,13684.491582,629.461,28.1625,2.9545,44.3335
2018-04-09 18:00:00,R15,6671.149,7652.234689,364.529,27.8855,2.808,36.0235
2018-04-10 07:00:00,R15,76.889,59.603835,3.3085,6.063,1.5095,2.9485
2018-04-10 08:00:00,R15,1770.31,2258.439356,122.1395,9.09,0.888,8.2295
2018-04-10 09:00:00,R15,6760.333,8214.661206,408.5325,17.129,0.4695,26.197
2018-04-10 10:00:00,R15,11751.963,13637.910042,637.9685,21.04,1.0435,40.301
2018-04-10 11:00:00,R15,15256.337,19078.050133,864.52,23.614,1.1955,47.9755
2018-04-10 12:00:00,R15,15411.976,20000.0,962.574,26.3485,1.1565,55.9675
2018-04-10 13:00:00,R15,16977.238,20000.0,1074.8665,29.042,6.3095,51.935
2018-04-10 14:00:00,R15,17626.998,20000.0,1047.337,29.4885,7.1075,48.4655
2018-04-10 15:00:00,R15,16597.255,20000.0,975.921,29.8205,7.373,46.507
2018-04-10 16:00:00,R15,13863.629,16694.276608,766.4285,29.5865,6.5045,44.799
2018-04-10 17:00:00,R15,9616.643,9759.19145,462.7365,28.7245,7.1395,37.113
2018-04-10 18:00:00,R15,2945.687,2475.021784,121.8865,27.341,6.1285,28.3995
2018-04-11 07:00:00,R15,70.002,68.267439,3.651,13.5475,2.9575,10.5365
2018-04-11 08:00:00,R15,2128.702,2972.999183,154.76,17.637,3.5305,16.2265
2018-04-11 09:00:00,R15,7388.087,8489.312188,424.672,20.669,5.6875,24.892
2018-04-11 10:00:00,R15,12333.828,13959.821517,670.3415,21.718,5.7675,34.166
2018-04-11 11:00:00,R15,16055.205,20000.0,877.302,22.821,7.104,35.997
2018-04-11 12:00:00,R15,18600.258,20000.0,1030.1235,23.4665,8.171,38.802
2018-04-11 13:00:00,R15,19446.803,20000.0,1096.18,23.684,9.508,38.876
2018-04-11 14:00:00,R15,19140.221,20000.0,1068.4975,24.4625,8.023,39.613
2018-04-11 15:00:00,R15,17700.113,20000.0,978.72,24.5685,7.6245,39.5115
2018-04-11 16:00:00,R15,14993.761,17139.138553,815.135,24.459,8.1345,36.4015
2018-04-11 17:00:00,R15,11117.256,12456.495032,603.364,23.629,8.9495,32.1675
2018-04-11 18:00:00,R15,5979.887,6826.588554,339.3845,21.649,8.684,26.2735
2018-04-12 07:00:00,R15,138.403,134.95601,7.448,5.814,9.2355,4.1085
2018-04-12 08:00:00,R15,2754.421,3090.701187,167.877,6.5895,6.172,7.339
2018-04-12 09:00:00,R15,8930.432,8638.784167,453.216,8.3055,5.7205,14.5675
2018-04-12 10:00:00,R15,12964.036,13279.462553,684.338,8.9525,9.672,18.387
2018-04-12 11:00:00,R15,17957.283,20000.0,915.562,9.6805,10.791,21.2385
2018-04-12 12:00:00,R15,19614.483,20000.0,1049.5945,10.057,11.3665,24.551
2018-04-12 13:00:00,R15,19660.481,20000.0,1121.0045,11.323,9.3325,28.3265
2018-04-12 14:00:00,R15,19652.028,20000.0,1120.326,11.907,9.8735,26.1065
2018-04-12 15:00:00,R15,18927.665,20000.0,1018.849,12.303,7.456,28.5565
2018-04-12 16:00:00,R15,16439.329,20000.0,882.9795,12.749,7.2805,30.2505
2018-04-12 17:00:00,R15,12028.28,12672.79979,631.268,12.8035,6.446,25.835
2018-04-12 18:00:00,R15,6997.672,8145.253539,419.6245,12.4865,7.062,18.4535
2018-04-13 07:00:00,R15,180.054,120.338643,6.776,3.9135,1.121,0.106
2018-04-13 08:00:00,R15,2588.047,2765.974899,151.87,5.703,0.7295,5.142
2018-04-13 09:00:00,R15,7909.3,7994.380075,413.1785,8.6275,3.064,17.761
2018-04-13 10:00:00,R15,13086.348,13497.490956,674.1495,11.3995,3.839,25.239
2018-04-13 11:00:00,R15,16926.464,20000.0,894.1595,13.5375,5.8845,32.5825
2018-04-13 12:00:00,R15,19299.866,20000.0,1039.6915,15.2745,6.063,36.021
2018-04-13 13:00:00,R15,19588.695,20000.0,1108.392,16.1605,5.636,40.532
2018-04-13 14:00:00,R15,19519.829,20000.0,1103.0675,17.5945,5.6255,42.4795
2018-04-13 15:00:00,R15,18425.917,20000.0,1014.8675,18.6775,5.0705,42.1885
2018-04-13 16:00:00,R15,15612.897,18286.970861,855.53,19.5525,4.661,40.278
2018-04-13 17:00:00,R15,11571.741,13118.968534,628.69,20.27,4.7245,34.635
2018-04-13 18:00:00,R15,6275.777,6977.875369,343.819,20.389,3.722,28.28
2018-04-14 07:00:00,R15,173.73,159.739616,9.124,0.778,1.5635,-2.693
2018-04-14 08:00:00,R15,2726.452,2956.748925,161.7855,6.292,0.9795,5.8415
2018-04-14 09:00:00,R15,8131.578,8397.381141,425.9685,12.7815,0.7945,21.818
2018-04-14 10:00:00,R15,12845.846,14341.844255,681.399,15.671,1.306,36.6405
2018-04-14 11:00:00,R15,15984.717,20000.0,892.4425,18.3535,1.4935,45.5375
2018-04-14 12:00:00,R15,16209.614,20000.0,1034.3185,20.2105,2.2605,51.992
2018-04-14 13:00:00,R15,18862.196,20000.0,1103.1865,22.016,2.1315,54.5495
2018-04-14 14:00:00,R15,18657.4,20000.0,1096.074,23.5145,1.915,55.7775
2018-04-14 15:00:00,R15,17326.276,20000.0,1007.867,24.842,1.8365,54.7385
2018-04-14 16:00:00,R15,14984.687,18558.904557,848.007,25.8255,3.7005,45.948
2018-04-14 17:00:00,R15,11221.891,13076.301607,621.8445,25.941,5.652,36.425
2018-04-14 18:00:00,R15,6224.834,7365.599048,361.0125,24.928,6.6685,29.4735
2018-04-15 07:00:00,R15,183.425,168.85684,9.09,13.6075,2.0155,9.179
2018-04-15 08:00:00,R15,2256.285,2816.792445,146.946,17.128,3.611,15.7655
2018-04-15 09:00:00,R15,5248.277,4951.132648,251.3095,18.3375,4.1425,21.6815
2018-04-15 10:00:00,R15,9806.677,9587.78513,469.6775,20.3595,6.0225,29.595
2018-04-15 11:00:00,R15,12698.307,14706.84824,709.679,20.9405,6.584,33.036
2018-04-15 12:00:00,R15,16176.38,20000.0,902.0765,22.3395,7.615,36.746
2018-04-15 13:00:00,R15,12135.606,13215.928784,638.8,22.65,7.87,32.652
2018-04-15 14:00:00,R15,10174.204,10062.486233,492.156,22.496,8.2985,29.9525
2018-04-15 15:00:00,R15,10152.062,11262.334056,548.5875,22.55,8.014,30.8855
2018-04-15 16:00:00,R15,7359.585,7394.192633,364.815,22.1475,7.818,27.9815
2018-04-15 17:00:00,R15,7462.511,8091.428756,398.946,22.023,7.182,28.1335
2018-04-15 18:00:00,R15,4231.918,4657.858795,234.831,20.551,7.735,23.166
2018-04-16 07:00:00,R15,184.892,142.762074,7.851,8.741,2.915,4.8215
2018-04-16 08:00:00,R15,2751.133,3184.244129,169.908,10.1295,4.452,11.011
2018-04-16 09:00:00,R15,6994.773,6718.109075,345.969,10.999,4.2875,18.536
2018-04-16 10:00:00,R15,8391.087,8843.060724,450.9665,12.0515,6.2695,20.657
2018-04-16 11:00:00,R15,13800.661,13989.763842,698.3145,12.339,7.1075,25.3735
2018-04-16 12:00:00,R15,18576.676,20000.0,1151.8815,13.941,8.0725,32.1265
2018-04-16 13:00:00,R15,17594.163,20000.0,1128.1165,14.747,8.2,33.8465
2018-04-16 14:00:00,R15,18547.939,20000.0,1098.5745,15.17,8.942,34.1345
2018-04-16 15:00:00,R15,18694.347,20000.0,1039.536,15.007,9.3235,30.7985
2018-04-16 16:00:00,R15,6907.508,7227.110736,369.915,13.5515,8.369,19.858
2018-04-16 17:00:00,R15,1940.715,1879.18604,98.7025,12.126,6.082,14.321
2018-04-16 18:00:00,R15,774.839,790.093068,42.721,8.4105,6.305,8.2695
2018-04-17 07:00:00,R15,184.127,206.016066,11.6395,3.61,4.116,-0.5585
2018-04-17 08:00:00,R15,2917.688,3306.995091,182.4315,5.4175,3.9645,4.1925
2018-04-17 09:00:00,R15,8680.16,8548.035581,446.4745,8.04,2.5535,15.507
2018-04-17 10:00:00,R15,13611.043,13929.664403,687.4715,9.636,1.8825,27.913
2018-04-17 11:00:00,R15,17311.452,20000.0,892.6855,11.421,3.0085,34.117
2018-04-17 12:00:00,R15,19423.084,20000.0,1054.1765,12.7775,4.422,40.0595
2018-04-17 13:00:00,R15,19762.095,20000.0,1108.368,13.915,5.9745,41.5355
2018-04-17 14:00:00,R15,19580.626,20000.0,1107.245,15.0685,5.891,41.9365
2018-04-17 15:00:00,R15,18377.135,20000.0,1007.849,16.224,5.1305,40.355
2018-04-17 16:00:00,R15,15770.089,20000.0,856.578,16.7575,3.5975,37.9095
2018-04-17 17:00:00,R15,11860.256,13047.294408,628.793,17.31,3.3625,33.3305
2018-04-17 18:00:00,R15,6647.925,7524.300538,373.787,17.324,3.3385,26.4435
2018-04-18 07:00:00,R15,334.964,348.052636,19.9605,-0.6405,1.402,-3.477
2018-04-18 08:00:00,R15,2704.122,3137.617143,169.999,6.2375,0.649,7.852
2018-04-18 09:00:00,R15,8372.983,8813.455546,446.2595,9.94,1.0095,22.218
2018-04-18 10:00:00,R15,13051.15,14330.950292,686.8375,13.226,1.2195,34.6125
2018-04-18 11:00:00,R15,16523.208,20000.0,881.899,15.267,1.3995,43.345
2018-04-18 12:00:00,R15,17856.49,20000.0,1048.924,17.8285,2.489,48.953
2018-04-18 13:00:00,R15,15677.187,20000.0,928.459,19.698,5.439,38.4075
2018-04-18 14:00:00,R15,16164.123,20000.0,922.9305,19.9095,7.247,33.8055
2018-04-18 15:00:00,R15,7089.411,6145.50355,309.9785,18.619,7.63,23.062
2018-04-18 16:00:00,R15,5316.76,5622.013388,285.379,18.4005,8.051,21.6685
2018-04-18 17:00:00,R15,5099.937,4920.438894,250.4615,18.2025,7.986,21.061
2018-04-18 18:00:00,R15,3559.577,3342.635022,171.263,17.463,6.3985,19.6395
2018-04-19 07:00:00,R15,292.092,356.307566,19.599,6.411,4.8745,4.7765
2018-04-19 08:00:00,R15,2654.023,3020.25035,162.482,7.7,5.885,9.3135
2018-04-19 09:00:00,R15,7445.646,8441.039478,445.2045,8.3765,7.6255,13.4435
2018-04-19 10:00:00,R15,13673.809,13383.40838,682.6845,10.25,8.8135,20.601
2018-04-19 11:00:00,R15,17215.91,20000.0,883.6575,11.578,9.0045,25.763
2018-04-19 12:00:00,R15,19441.274,20000.0,1047.5565,12.181,10.0055,28.64
2018-04-19 13:00:00,R15,14641.508,20000.0,1111.6205,12.4295,9.031,29.629
2018-04-19 14:00:00,R15,18294.129,20000.0,1117.201,13.415,10.1385,30.304
2018-04-19 15:00:00,R15,17673.111,20000.0,1009.535,13.8245,9.2865,29.3545
2018-04-19 16:00:00,R15,16502.884,20000.0,856.249,14.024,11.2665,26.0145
2018-04-19 17:00:00,R15,12133.516,12459.820788,631.773,14.0575,10.7585,21.911
2018-04-19 18:00:00,R15,6904.212,7496.544859,385.445,13.863,8.201,18.8785
2018-04-20 07:00:00,R15,202.566,254.60949,13.952,9.367,4.146,5.544
2018-04-20 08:00:00,R15,2948.425,3496.430771,184.4415,12.849,5.446,13.4095
2018-04-20 09:00:00,R15,8434.97,8755.579139,444.2055,15.985,4.0445,21.785
2018-04-20 10:00:00,R15,13188.819,14140.195438,684.735,17.2485,2.8995,32.229
2018-04-20 11:00:00,R15,16455.485,20000.0,883.4455,18.8785,1.839,41.8835
2018-04-20 12:00:00,R15,18266.615,20000.0,1030.8165,20.1295,2.115,50.4895
2018-04-20 13:00:00,R15,19035.278,20000.0,1085.987,21.4695,1.8455,52.037
2018-04-20 14:00:00,R15,18982.036,20000.0,1081.6665,22.496,3.6175,48.841
2018-04-20 15:00:00,R15,17879.342,20000.0,990.721,23.015,4.062,46.092
2018-04-20 16:00:00,R15,15201.436,18318.038078,841.6025,24.0085,4.3075,44.6185
2018-04-20 17:00:00,R15,11548.945,13002.290139,623.6405,23.56,7.5095,34.4335
2018-04-20 18:00:00,R15,6463.689,7510.616088,371.178,22.118,8.156,27.606
2018-04-21 07:00:00,R15,225.134,269.834984,15.099,5.8355,1.93,1.345
2018-04-21 08:00:00,R15,3000.19,3447.494547,182.7825,11.4115,0.902,12.3465
2018-04-21 09:00:00,R15,8314.809,8930.396137,441.095,16.31,1.216,27.733
2018-04-21 10:00:00,R15,12846.49,14450.155502,680.043,18.471,1.756,38.8765
2018-04-21 11:00:00,R15,15957.876,19366.492917,873.815,20.848,1.548,49.035
2018-04-21 12:00:00,R15,18017.745,20000.0,1027.6065,23.0285,2.1055,53.4825
2018-04-21 13:00:00,R15,17987.98,20000.0,1058.069,24.7775,2.198,56.7515
2018-04-21 14:00:00,R15,17737.914,20000.0,1056.5635,26.0815,1.885,55.368
2018-04-21 15:00:00,R15,14008.493,17204.090024,772.2835,26.654,1.8445,50.299
2018-04-21 16:00:00,R15,13391.491,17290.612347,777.4285,27.192,1.3755,49.8975
2018-04-21 17:00:00,R15,11930.035,14761.259116,673.34,28.112,2.1455,46.3605
2018-04-21 18:00:00,R15,5874.614,5147.375791,244.1605,27.767,1.4185,37.0215
2018-04-22 07:00:00,R15,214.959,257.345591,14.019,11.618,1.178,6.7435
2018-04-22 08:00:00,R15,2703.012,3279.175066,172.6805,15.69,1.202,13.776
2018-04-22 09:00:00,R15,8159.054,9071.660732,443.02,19.7115,1.6705,30.2985
2018-04-22 10:00:00,R15,12466.946,14724.458358,680.4695,23.1985,0.982,43.2075
2018-04-22 11:00:00,R15,15769.919,19510.18625,875.6315,25.509,1.8015,50.3475
2018-04-22 12:00:00,R15,17643.547,20000.0,1018.7325,27.454,2.045,54.5965
2018-04-22 13:00:00,R15,18375.554,20000.0,1072.287,28.8865,2.7335,56.14
2018-04-22 14:00:00,R15,18223.888,20000.0,1057.693,29.6375,4.6585,52.697
2018-04-22 15:00:00,R15,17225.872,20000.0,975.36,29.7115,6.277,47.0795
2018-04-22 16:00:00,R15,14923.195,17757.846614,827.622,28.928,7.908,41.183
2018-04-22 17:00:00,R15,11194.407,12857.975716,611.071,27.9435,8.4825,36.5745
2018-04-22 18:00:00,R15,6228.447,7451.523205,362.1115,27.084,7.427,31.422
2018-04-23 07:00:00,R15,224.833,306.645705,16.2855,15.201,2.8505,11.993
2018-04-23 08:00:00,R15,2936.331,3680.448939,186.816,21.354,3.166,21.677
2018-04-23 09:00:00,R15,8080.235,9155.484632,443.0795,24.7085,3.7015,32.37
2018-04-23 10:00:00,R15,12631.92,14385.780605,677.642,25.5685,3.848,38.6575
2018-04-23 11:00:00,R15,15740.412,20000.0,873.188,26.486,4.16,44.8925
2018-04-23 12:00:00,R15,17774.44,20000.0,1018.184,27.513,4.4085,49.0995
2018-04-23 13:00:00,R15,18709.157,20000.0,1076.073,28.279,5.226,50.828
2018-04-23 14:00:00,R15,18594.826,20000.0,1065.8105,29.1105,6.159,49.187
2018-04-23 15:00:00,R15,17377.859,20000.0,976.0865,29.258,7.0835,44.726
2018-04-23 16:00:00,R15,14746.704,17875.002008,833.4055,28.7455,7.818,41.0905
2018-04-23 17:00:00,R15,10830.403,12904.164804,614.354,27.667,8.127,36.1605
2018-04-23 18:00:00,R15,6183.009,7264.40289,354.048,26.4305,8.2585,30.757
2018-04-24 07:00:00,R15,258.667,301.981841,16.1225,15.792,2.3815,10.894
2018-04-24 08:00:00,R15,2937.915,4115.641856,208.7815,21.044,3.0255,21.8075
2018-04-24 09:00:00,R15,8183.761,9310.384778,454.4665,23.0825,3.6575,30.4045
2018-04-24 10:00:00,R15,12584.768,14651.075477,680.429,25.1495,2.19,42.0235
2018-04-24 11:00:00,R15,15008.872,18588.02969,834.8025,26.8745,1.666,50.182
2018-04-24 12:00:00,R15,16693.747,20000.0,1019.0425,28.009,2.3725,57.163
2018-04-24 13:00:00,R15,15755.24,20000.0,987.9095,28.3835,4.8465,48.592
2018-04-24 14:00:00,R15,13496.302,16647.105006,774.3785,28.247,7.1315,41.6375
2018-04-24 15:00:00,R15,13035.878,15421.579464,720.512,28.055,7.4005,40.596
2018-04-24 16:00:00,R15,12767.612,15740.725612,737.583,28.247,7.838,39.8995
2018-04-24 17:00:00,R15,10469.738,12513.173267,597.6715,26.826,8.4075,35.406
2018-04-24 18:00:00,R15,6881.703,8084.423701,395.4325,25.384,8.748,29.939
2018-04-25 07:00:00,R15,381.589,384.793668,20.2995,17.307,3.9385,13.398
2018-04-25 08:00:00,R15,3504.67,4365.989783,219.016,20.5875,1.9235,24.273
2018-04-25 09:00:00,R15,7776.412,8631.555105,421.732,22.45,4.06,30.188
2018-04-25 10:00:00,R15,13487.718,15235.797136,725.9345,24.168,5.5025,35.976
2018-04-25 11:00:00,R15,16324.56,20000.0,913.3935,25.6885,5.754,43.8005
2018-04-25 12:00:00,R15,17790.776,20000.0,1023.6665,26.6655,6.1515,44.1575
2018-04-25 13:00:00,R15,19106.566,20000.0,1113.3455,27.183,6.779,47.976
2018-04-25 14:00:00,R15,18622.276,20000.0,1068.773,27.7305,7.172,47.3685
2018-04-25 15:00:00,R15,17070.03,20000.0,950.0325,27.5655,7.516,44.5395
2018-04-25 16:00:00,R15,14655.134,17488.644643,814.319,27.3745,7.51,41.4045
2018-04-25 17:00:00,R15,11023.793,12776.769722,607.139,26.5215,8.2265,36.6025
2018-04-25 18:00:00,R15,6162.628,7452.430701,362.257,24.7055,8.964,31.358
2018-04-26 07:00:00,R15,269.892,340.571672,18.016,17.2955,2.966,12.8205
2018-04-26 08:00:00,R15,2843.744,3525.73835,180.127,19.402,4.7365,20.2625
2018-04-26 09:00:00,R15,8150.865,8863.19618,436.069,21.689,4.933,28.6135
2018-04-26 10:00:00,R15,12641.68,14369.239098,684.875,24.0115,5.4285,35.898
2018-04-26 11:00:00,R15,15898.935,20000.0,876.6095,25.097,6.519,39.2205
2018-04-26 12:00:00,R15,18134.97,20000.0,1016.102,26.077,7.0065,42.7665
2018-04-26 13:00:00,R15,19091.007,20000.0,1085.401,26.826,8.198,43.2835
2018-04-26 14:00:00,R15,19107.21,20000.0,1075.4325,26.332,10.1215,41.4785
2018-04-26 15:00:00,R15,17771.997,20000.0,985.13,26.3955,10.1265,40.5925
2018-04-26 16:00:00,R15,15161.067,17442.206012,827.703,25.76,10.2205,36.9225
2018-04-26 17:00:00,R15,11250.167,12798.795113,613.336,25.448,9.4715,34.639
