date,randid,generated_kW,expected_kW,irrad_poa_Wm2,temp_amb_C,wind_speed_ms,temp_mod_C
2018-08-11 14:00:00,R15,16114.654,17475.1086863,964.5965,34.8085,5.9095,52.7025
2018-08-11 15:00:00,R15,15083.168,16255.4509795,893.422,34.9275,6.9835,50.5775
2018-08-11 16:00:00,R15,12862.898,13854.8468436,750.0325,34.32,7.715,46.6895
2018-08-11 17:00:00,R15,9560.522,10457.1413508,552.4585,33.232,7.8145,41.8
2018-08-11 18:00:00,R15,5558.094,6505.793605,337.906,31.71,7.556,36.5425
2018-08-12 07:00:00,R15,214.362,214.362,16.0425,23.748,4.9815,21.522
2018-08-12 08:00:00,R15,2250.054,2250.054,144.724,25.016,4.692,25.9745
2018-08-12 09:00:00,R15,6476.251,7243.773739,368.809,27.399,5.357,32.67
2018-08-12 10:00:00,R15,10717.014,11365.5733976,595.8145,29.738,5.5775,39.6215
2018-08-12 11:00:00,R15,14046.616,14917.9115415,795.408,31.01,6.3385,43.962
2018-08-12 12:00:00,R15,15956.801,17141.2530125,922.3685,31.651,7.6565,45.529
2018-08-12 13:00:00,R15,17075.671,18337.1810369,997.189,32.5295,8.8325,48.319
2018-08-12 14:00:00,R15,15675.151,17039.3485042,1000.049,33.2315,8.8405,48.886
2018-08-12 15:00:00,R15,16096.038,17277.6439773,936.3525,33.7685,8.7195,47.4225
2018-08-12 16:00:00,R15,13821.368,14807.0369102,793.2255,33.46,9.454,44.5265
2018-08-12 17:00:00,R15,10387.488,11256.2498673,596.8785,32.6405,9.5845,40.926
2018-08-12 18:00:00,R15,5978.142,7028.8264396,359.762,31.5325,9.3155,36.1595
2018-08-13 07:00:00,R15,195.671,195.671,16.523,22.551,6.8725,21.085
2018-08-13 08:00:00,R15,2297.508,2297.508,151.741,23.929,7.3105,24.8255
2018-08-13 09:00:00,R15,6838.342,7621.6901696,382.6405,25.6485,7.577,30.4575
2018-08-13 10:00:00,R15,11406.097,12013.9892372,623.298,28.0985,7.5375,36.8115
2018-08-13 11:00:00,R15,14685.342,15512.1193466,823.459,30.2975,7.306,41.9825
2018-08-13 12:00:00,R15,16755.3,17840.5400513,964.3315,31.441,7.3105,46.9865
2018-08-13 13:00:00,R15,17649.793,18937.917987,1037.09,32.867,7.6155,50.413
2018-08-13 14:00:00,R15,17588.282,18904.4291525,1035.547,33.338,8.4135,50.218
2018-08-13 15:00:00,R15,16499.782,17687.8387534,958.117,33.3215,9.0805,47.4685
2018-08-13 16:00:00,R15,14202.751,15152.086817,810.543,33.11,9.232,44.4635
2018-08-13 17:00:00,R15,10736.469,11595.8414481,612.487,32.4105,9.0635,40.9845
2018-08-13 18:00:00,R15,6248.665,7319.9267664,376.6345,31.5605,8.11,36.512
2018-08-14 07:00:00,R15,161.807,161.807,14.874,23.2305,4.997,20.5315
2018-08-14 08:00:00,R15,2304.401,2758.4336643,152.7655,25.6185,3.966,26.3205
2018-08-14 09:00:00,R15,6852.816,7564.8257179,388.536,27.8985,4.4425,34.515
2018-08-14 10:00:00,R15,11136.755,11705.7160089,623.902,30.299,3.5705,43.799
2018-08-14 11:00:00,R15,14272.99,15084.4871376,829.1105,31.3495,3.747,50.3895
2018-08-14 12:00:00,R15,16031.264,17259.1340237,962.5715,32.76,3.432,55.6125
2018-08-14 13:00:00,R15,16785.098,18352.7514916,1027.814,33.779,4.87,56.7055
2018-08-14 14:00:00,R15,17215.87,18591.3711888,1028.3635,34.561,6.9955,52.7885
2018-08-14 15:00:00,R15,16223.881,17363.2226823,950.072,34.429,7.9435,49.9255
2018-08-14 16:00:00,R15,13974.103,14910.167808,807.4225,34.291,8.3415,47.025
2018-08-14 17:00:00,R15,10507.124,11320.8021244,604.0745,33.671,8.198,43.7145
2018-08-14 18:00:00,R15,6053.119,7109.1305844,366.5415,32.2215,8.027,37.4735
2018-08-15 07:00:00,R15,142.182,142.182,12.9705,23.0405,2.1805,19.3985
2018-08-15 08:00:00,R15,2300.774,2728.1773582,154.2975,25.6365,1.338,26.8765
2018-08-15 09:00:00,R15,6849.554,7474.9004328,385.099,28.622,1.0,37.7405
2018-08-15 10:00:00,R15,10984.854,11379.6728888,617.374,29.6095,2.6965,47.591
2018-08-15 11:00:00,R15,13838.654,14413.4884212,804.613,31.5695,1.839,56.8165
2018-08-15 12:00:00,R15,15762.453,16887.2448291,954.318,33.8095,3.0295,58.1745
2018-08-15 13:00:00,R15,16883.44,18226.7673339,1022.974,34.91,5.186,57.164
2018-08-15 14:00:00,R15,16962.237,18310.2741742,1021.129,35.29,6.842,54.6265
2018-08-15 15:00:00,R15,15996.834,17104.7624913,942.5645,35.2635,7.252,52.492
2018-08-15 16:00:00,R15,13750.51,14691.4362574,797.0655,35.0785,7.5455,47.455
2018-08-15 17:00:00,R15,10373.539,11233.9092872,600.284,34.47,7.5405,43.2955
2018-08-15 18:00:00,R15,6003.743,7054.135523,366.2335,33.37,7.6005,38.749
2018-08-16 07:00:00,R15,155.737,155.737,12.4575,21.815,0.822,19.202
2018-08-16 08:00:00,R15,2215.122,2215.122,143.4055,24.477,0.4685,25.7145
2018-08-16 09:00:00,R15,6599.507,7273.3044716,376.408,29.494,2.669,37.3145
2018-08-16 10:00:00,R15,10822.823,11416.6858917,611.16,31.0605,3.2585,44.949
2018-08-16 11:00:00,R15,14045.833,14720.2084371,811.196,32.8225,4.4545,51.928
2018-08-16 12:00:00,R15,15840.11,17031.9239908,947.983,33.84,3.7955,55.335
2018-08-16 13:00:00,R15,16730.121,18205.218886,1015.296,34.972,5.4565,55.389
2018-08-16 14:00:00,R15,16788.628,18324.07159,1016.059,35.3505,5.8785,53.835
2018-08-16 15:00:00,R15,15836.263,17121.6781215,943.9395,35.513,6.951,51.5225
2018-08-16 16:00:00,R15,13670.786,14582.0193026,792.61,35.195,7.975,48.488
2018-08-16 17:00:00,R15,10286.519,11127.3650137,595.0085,34.271,8.372,43.6015
2018-08-16 18:00:00,R15,5886.88,6882.6710406,360.398,32.8975,7.734,38.352
2018-08-17 07:00:00,R15,160.434,160.434,13.3015,22.5895,1.6415,19.8635
2018-08-17 08:00:00,R15,2229.159,2229.159,145.7925,26.0205,1.1665,26.654
2018-08-17 09:00:00,R15,6589.367,7245.4202401,375.3575,28.033,2.2235,37.543
2018-08-17 10:00:00,R15,10667.291,11154.2265282,605.733,31.554,1.0325,48.7525
2018-08-17 11:00:00,R15,13771.125,14415.9821554,808.6625,33.3875,2.0895,57.0325
2018-08-17 12:00:00,R15,15409.431,16534.0843797,948.7915,34.6945,1.576,63.043
2018-08-17 13:00:00,R15,16316.041,17805.8726056,1013.212,35.347,3.246,60.029
2018-08-17 14:00:00,R15,16265.408,17923.6957877,1014.038,36.396,4.04,59.2
2018-08-17 15:00:00,R15,15513.174,16787.1944782,936.7355,36.1815,6.4495,55.4985
2018-08-17 16:00:00,R15,13558.612,14556.2461653,790.279,35.749,7.374,48.4805
2018-08-17 17:00:00,R15,10161.093,11038.7173956,588.894,34.924,7.7995,43.773
2018-08-17 18:00:00,R15,5872.035,6962.3278888,364.0175,33.824,7.4315,38.627
2018-08-18 07:00:00,R15,87.218,87.218,11.972,25.9665,3.6605,23.1225
2018-08-18 08:00:00,R15,2261.314,2726.4009175,154.975,28.6285,4.8195,29.099
2018-08-18 09:00:00,R15,6893.48,7632.2361969,394.372,31.3285,5.498,36.964
2018-08-18 10:00:00,R15,11183.735,11711.9093168,629.9235,33.058,4.434,45.5675
2018-08-18 11:00:00,R15,14141.829,14869.0098205,826.2125,34.321,3.536,54.96
2018-08-18 12:00:00,R15,15820.148,17035.3603177,967.542,35.48,2.8185,59.488
2018-08-18 13:00:00,R15,16533.398,18025.4825541,1027.289,36.85,3.964,62.053
2018-08-18 14:00:00,R15,16946.45,18400.2001319,1029.5475,36.224,6.7485,56.003
2018-08-18 15:00:00,R15,16026.37,17155.9760798,953.6315,37.504,7.344,54.73
2018-08-18 16:00:00,R15,13940.03,14782.8364639,812.5525,37.4455,8.1825,51.52
2018-08-18 17:00:00,R15,10500.293,11307.7061913,609.3745,36.441,8.6645,46.064
2018-08-18 18:00:00,R15,5988.121,7080.5994313,370.165,35.2845,8.504,40.9715
2018-08-19 07:00:00,R15,78.478,78.478,11.5995,26.68,4.69,23.9405
2018-08-19 08:00:00,R15,2289.388,2760.9819374,156.6415,29.383,5.1955,29.4155
2018-08-19 09:00:00,R15,6992.009,7738.6570769,401.6635,32.3375,5.274,37.816
2018-08-19 10:00:00,R15,11294.387,11843.8094779,637.757,34.425,4.8745,46.2265
2018-08-19 11:00:00,R15,14328.108,15087.4534997,838.273,36.407,4.063,53.857
2018-08-19 12:00:00,R15,16006.819,17239.2383589,978.607,37.55,3.443,59.916
2018-08-19 13:00:00,R15,16925.057,18394.7776614,1042.123,38.8065,4.823,59.7655
2018-08-19 14:00:00,R15,16447.863,18024.6504051,1029.478,39.0845,4.7305,61.841
2018-08-19 15:00:00,R15,15515.136,16815.7228611,957.079,38.7725,5.362,59.777
2018-08-19 16:00:00,R15,13668.803,14770.109639,813.44,38.36,6.5625,51.7235
2018-08-19 17:00:00,R15,10414.515,11314.9902082,613.5795,37.267,6.593,48.1285
2018-08-19 18:00:00,R15,5964.593,7076.3758558,369.7385,35.7155,6.14,41.674
2018-08-20 07:00:00,R15,108.784,108.784,11.775,24.158,6.233,21.9185
2018-08-20 08:00:00,R15,2262.98,2760.8407573,153.8515,25.963,5.599,26.708
2018-08-20 09:00:00,R15,6926.467,7760.1491336,392.6015,28.5365,7.1415,32.8475
2018-08-20 10:00:00,R15,11430.786,12109.0861478,638.31,29.856,7.739,39.4735
2018-08-20 11:00:00,R15,14673.535,15622.8978849,828.764,31.6025,7.8775,43.258
2018-08-20 12:00:00,R15,16565.071,17782.3072759,975.487,33.1105,7.927,47.5135
2018-08-20 13:00:00,R15,17629.742,19090.9189353,1042.9655,34.723,8.1555,50.364
2018-08-20 14:00:00,R15,16927.025,18389.3198048,994.253,34.5975,9.1255,48.2015
2018-08-20 15:00:00,R15,15278.479,16460.4052292,973.5535,34.275,9.3415,47.8705
2018-08-20 16:00:00,R15,12965.113,13918.8462649,738.358,33.206,9.3375,42.8815
2018-08-20 17:00:00,R15,10806.731,11697.1724004,560.138,32.3485,9.239,40.05
2018-08-20 18:00:00,R15,6311.959,7500.6580349,387.6705,31.129,8.044,36.317
2018-08-21 07:00:00,R15,106.763,106.763,11.373,23.4325,2.801,21.0225
2018-08-21 08:00:00,R15,2363.568,2840.0285064,159.6545,25.2535,3.1525,26.175
2018-08-21 09:00:00,R15,7184.666,7966.4928261,390.5905,27.009,4.906,34.2705
2018-08-21 10:00:00,R15,11154.182,11863.9070184,620.419,27.8375,7.304,37.32
2018-08-21 11:00:00,R15,14904.936,15738.3991239,841.7275,29.732,5.936,44.434
2018-08-21 12:00:00,R15,16969.871,18063.5445627,983.6645,31.2785,6.5915,48.2865
2018-08-21 13:00:00,R15,17953.654,18961.0408264,1038.7025,31.858,8.199,52.1115
2018-08-21 14:00:00,R15,17912.372,19090.182828,1050.5305,32.5155,9.6855,49.33
2018-08-21 15:00:00,R15,16767.425,17979.7973407,968.804,32.7475,9.4245,45.788
2018-08-21 16:00:00,R15,14304.601,15297.624904,817.576,32.487,8.972,44.309
2018-08-21 17:00:00,R15,10637.852,11489.3160187,604.1315,31.844,8.165,41.562
2018-08-21 18:00:00,R15,5959.766,7012.5767737,364.7315,31.032,7.7375,37.163
2018-08-22 07:00:00,R15,102.189,102.189,9.6535,22.1455,3.528,18.7215
2018-08-22 08:00:00,R15,2338.607,2817.3639017,158.4465,24.895,4.6545,25.0325
2018-08-22 09:00:00,R15,7193.823,7977.5662302,403.4605,26.72,5.2855,31.5405
2018-08-22 10:00:00,R15,11627.828,12176.1262717,643.579,28.135,3.867,41.0735
2018-08-22 11:00:00,R15,14850.023,15729.5402427,849.5165,29.56,4.104,46.038
2018-08-22 12:00:00,R15,16827.877,17842.0550958,983.034,30.7815,5.1165,52.162
2018-08-22 13:00:00,R15,17845.1,19116.3384163,1054.2655,31.7395,6.19,52.4595
2018-08-22 14:00:00,R15,17780.837,19126.9496361,1049.8285,32.361,7.3845,51.125
2018-08-22 15:00:00,R15,16692.367,17952.5980953,970.453,33.0345,8.861,46.9025
2018-08-22 16:00:00,R15,14314.347,15317.4287333,820.903,32.9045,8.839,44.491
2018-08-22 17:00:00,R15,10710.321,11568.0440363,611.8215,32.085,8.8185,41.3815
2018-08-22 18:00:00,R15,6021.475,7152.3613105,367.9945,31.125,7.547,36.9185
2018-08-23 07:00:00,R15,109.775,109.775,9.103,21.441,1.3135,17.802
2018-08-23 08:00:00,R15,2330.086,2782.7800284,156.3315,24.4215,2.0335,24.281
2018-08-23 09:00:00,R15,7223.677,7987.2757362,405.5315,26.698,5.9715,32.2905
2018-08-23 10:00:00,R15,11736.205,12381.9614347,645.884,28.712,6.5165,38.144
2018-08-23 11:00:00,R15,15030.132,15886.0148807,849.1035,30.6235,6.813,44.064
2018-08-23 12:00:00,R15,17071.189,18307.1799469,990.9565,31.565,6.521,47.117
2018-08-23 13:00:00,R15,18049.4,19437.4098903,1057.776,31.8735,8.201,48.6965
2018-08-23 14:00:00,R15,17882.064,19296.3244205,1047.389,32.63,8.118,48.1525
2018-08-23 15:00:00,R15,16718.01,18066.4520408,980.981,33.2045,7.4265,47.568
2018-08-23 16:00:00,R15,14549.443,15670.8557024,843.269,32.675,8.559,44.5905
2018-08-23 17:00:00,R15,10812.809,11766.8012333,621.4555,32.099,7.845,40.6915
2018-08-23 18:00:00,R15,6028.909,7187.6442185,366.6515,30.8775,7.5755,36.2905
2018-08-24 07:00:00,R15,121.623,121.623,8.353,19.6045,4.3695,17.0415
2018-08-24 08:00:00,R15,2387.304,2907.4942661,157.1245,22.4155,4.0,22.4115
2018-08-24 09:00:00,R15,7186.871,8052.15745,401.554,25.2255,5.644,30.818
2018-08-24 10:00:00,R15,11918.008,12680.7797259,657.2485,26.9535,6.4625,36.982
2018-08-24 11:00:00,R15,15305.918,16346.8197277,867.0165,28.612,7.0085,42.261
2018-08-24 12:00:00,R15,16976.738,18280.5212263,991.774,30.033,7.507,45.627
2018-08-24 13:00:00,R15,17496.722,18834.2879262,1032.966,30.688,8.839,45.67
2018-08-24 14:00:00,R15,18103.746,19442.0763192,1081.2335,31.174,9.9115,45.8335
2018-08-24 15:00:00,R15,16803.026,18160.7843527,978.2775,31.194,9.4665,44.492
2018-08-24 16:00:00,R15,14453.572,15617.6271547,835.874,31.366,8.384,42.5625
2018-08-24 17:00:00,R15,10626.372,11619.2115505,617.218,30.988,8.13,39.8845
2018-08-24 18:00:00,R15,6004.177,7135.5048762,372.1295,29.8025,7.851,35.1225
2018-08-25 07:00:00,R15,132.373,132.373,6.823,21.167,3.6305,16.753
2018-08-25 08:00:00,R15,2366.601,2902.8937911,151.8955,23.297,3.526,22.683
2018-08-25 09:00:00,R15,6548.616,7322.0352628,358.8675,24.657,4.255,30.0715
2018-08-25 10:00:00,R15,11889.018,12669.9425809,658.7165,27.303,6.1925,38.108
2018-08-25 11:00:00,R15,15212.736,16197.9417939,864.865,29.53,6.376,43.763
2018-08-25 12:00:00,R15,17222.446,18551.7653236,1003.468,30.4675,6.9655,47.089
2018-08-25 13:00:00,R15,18104.022,19683.7598632,1075.566,31.74,7.348,49.32
2018-08-25 14:00:00,R15,17984.929,19559.4745229,1066.0445,32.542,7.964,49.1765
2018-08-25 15:00:00,R15,16767.523,18177.2978734,986.757,32.47,8.252,47.099
2018-08-25 16:00:00,R15,14222.798,15374.0764938,818.5545,32.062,8.547,43.315
2018-08-25 17:00:00,R15,10593.571,11604.1192019,611.204,31.4985,8.1965,40.204
2018-08-25 18:00:00,R15,5827.029,6976.0299679,359.4095,30.1475,8.232,34.2355
2018-08-26 07:00:00,R15,113.226,113.226,7.4395,20.106,2.8385,17.3975
2018-08-26 08:00:00,R15,2347.965,2879.4021448,156.7,22.145,5.6115,22.005
2018-08-26 09:00:00,R15,7232.368,8126.4671027,409.436,25.163,5.33,29.654
2018-08-26 10:00:00,R15,11831.729,12631.9288496,656.3365,27.012,6.275,37.1975
2018-08-26 11:00:00,R15,15248.723,16299.3793639,864.798,29.028,6.9505,41.793
2018-08-26 12:00:00,R15,17215.121,18590.5422698,1002.118,31.09,6.8095,46.879
2018-08-26 13:00:00,R15,18314.906,19851.2046215,1072.7195,31.2215,8.442,46.6145
2018-08-26 14:00:00,R15,18128.656,19640.8374659,1062.619,31.8945,9.292,46.913
2018-08-26 15:00:00,R15,16703.004,18093.8590413,973.4225,31.876,8.195,46.187
2018-08-26 16:00:00,R15,14134.429,15296.7759349,819.398,31.716,8.11,43.9145
2018-08-26 17:00:00,R15,10181.95,11223.0605818,588.235,30.866,7.625,39.8015
2018-08-26 18:00:00,R15,5398.383,6462.951288,333.777,28.965,7.5855,33.32
2018-08-27 07:00:00,R15,125.249,125.249,7.6865,19.7635,6.141,16.609
2018-08-27 08:00:00,R15,2437.755,3000.3308326,163.1075,22.4515,5.21,22.1975
2018-08-27 09:00:00,R15,7485.543,8375.8300813,422.7935,24.49,5.6875,30.746
2018-08-27 10:00:00,R15,12161.109,12976.2829903,650.759,26.083,6.7495,34.5485
2018-08-27 11:00:00,R15,15554.812,16598.6921289,874.385,27.2815,7.5315,40.351
2018-08-27 12:00:00,R15,17662.333,19090.4184811,1021.274,28.2,7.577,43.271
2018-08-27 13:00:00,R15,18589.37,19956.1422343,1081.882,29.737,8.6355,45.1085
2018-08-27 14:00:00,R15,18328.367,19806.6758876,1065.127,29.851,8.91,44.852
2018-08-27 15:00:00,R15,17064.426,18407.9564744,984.182,29.573,9.0495,43.175
2018-08-27 16:00:00,R15,14258.933,15408.0932473,805.012,29.3255,9.0605,40.3985
2018-08-27 17:00:00,R15,10625.82,11664.2944695,601.508,28.7765,8.766,37.0435
2018-08-27 18:00:00,R15,5834.365,7000.3528754,359.2815,27.852,7.8445,32.89
2018-08-28 07:00:00,R15,136.462,136.462,7.061,19.0955,5.3705,16.5325
2018-08-28 08:00:00,R15,2038.599,2038.599,145.214,21.0895,4.86,21.878
2018-08-28 09:00:00,R15,5407.556,6060.6749376,264.8995,21.995,6.5355,25.4375
2018-08-28 10:00:00,R15,10452.432,11270.9376349,563.9545,24.204,6.891,31.5415
2018-08-28 11:00:00,R15,15092.761,16107.3930722,868.749,26.4995,6.743,39.3865
2018-08-28 12:00:00,R15,17425.792,18716.488536,999.1725,27.998,6.6765,43.452
2018-08-28 13:00:00,R15,18026.175,19563.4387125,1066.3265,30.0455,6.273,48.9815
2018-08-28 14:00:00,R15,17747.53,19377.7659469,1059.7455,31.488,6.997,49.451
2018-08-28 15:00:00,R15,16761.563,18041.5418354,974.727,31.206,8.2055,46.641
2018-08-28 16:00:00,R15,14276.555,15330.0810972,814.0535,30.258,8.749,42.067
2018-08-28 17:00:00,R15,10376.113,11327.9088205,586.929,28.8055,9.0575,37.457
2018-08-28 18:00:00,R15,5800.009,6950.9759215,354.9625,27.7015,8.768,32.394
2018-08-29 07:00:00,R15,65.051,65.051,4.036,21.77,3.928,17.925
2018-08-29 08:00:00,R15,2130.052,2826.4799944,157.1545,22.117,1.248,21.356
2018-08-29 09:00:00,R15,6904.265,7818.3868855,392.719,24.9985,2.4755,30.706
2018-08-29 10:00:00,R15,11504.736,12179.5088004,652.1155,27.411,2.814,42.5765
2018-08-29 11:00:00,R15,14717.835,15703.9554608,856.5195,29.1655,4.8425,46.8405
2018-08-29 12:00:00,R15,16828.771,18123.4348819,1025.501,31.02,5.242,50.308
2018-08-29 13:00:00,R15,18041.773,19524.8979129,1060.9065,31.4945,6.7385,49.3885
2018-08-29 14:00:00,R15,17958.268,19372.7290674,1049.0385,32.091,8.031,47.5725
2018-08-29 15:00:00,R15,16629.549,17863.3222212,965.5465,32.3455,8.504,46.858
2018-08-29 16:00:00,R15,14151.672,15179.5849158,808.9615,31.922,8.5585,43.37
2018-08-29 17:00:00,R15,10456.212,11378.5975271,597.36,31.3635,8.644,39.826
2018-08-29 18:00:00,R15,5676.126,6779.4365955,348.432,29.7735,7.865,34.512
2018-08-30 07:00:00,R15,55.149,55.149,6.062,22.172,3.2625,16.3695
2018-08-30 08:00:00,R15,2383.957,2885.5665811,161.081,23.38,1.3855,21.4885
2018-08-30 09:00:00,R15,7385.955,8149.7045631,411.8495,26.687,3.434,33.3655
2018-08-30 10:00:00,R15,11896.753,12593.3877255,645.246,28.4175,5.325,38.814
2018-08-30 11:00:00,R15,15232.84,16224.805115,851.6235,30.029,5.279,44.8405
2018-08-30 12:00:00,R15,16440.023,17827.3896856,994.333,31.428,5.36,48.1725
2018-08-30 13:00:00,R15,17831.397,19676.569249,1099.136,33.0,4.6805,55.0425
2018-08-30 14:00:00,R15,16540.497,18027.0823161,1070.745,34.0445,5.5245,55.6315
2018-08-30 15:00:00,R15,13510.328,14535.9247034,726.6005,33.69,8.48,47.828
2018-08-30 16:00:00,R15,6728.272,7373.7542224,358.512,31.5905,8.348,36.7445
2018-08-30 17:00:00,R15,7815.598,8577.4571821,413.9375,31.6695,7.9505,37.0165
2018-08-30 18:00:00,R15,3688.041,4306.2602029,219.4445,30.7085,7.426,32.904
2018-08-31 07:00:00,R15,79.923,79.923,5.574,20.1415,5.9225,17.7585
2018-08-31 08:00:00,R15,2329.026,2852.132481,158.744,22.106,7.0115,22.0225
2018-08-31 09:00:00,R15,7415.391,8272.5569521,415.122,24.098,7.993,29.132
2018-08-31 10:00:00,R15,12177.201,12805.4424072,662.187,26.171,8.768,35.7655
2018-08-31 11:00:00,R15,15627.591,16446.4464096,873.6145,28.63,8.2345,43.132
2018-08-31 12:00:00,R15,17802.813,18911.5418555,1018.349,29.937,8.424,46.1695
2018-08-31 13:00:00,R15,18745.407,19937.5636496,1091.066,31.328,8.5185,48.843
2018-08-31 14:00:00,R15,18804.519,19993.917143,1097.2235,31.6,9.839,47.8905
2018-08-31 15:00:00,R15,17565.345,18872.6212799,1011.873,30.7215,10.208,45.5435
2018-08-31 16:00:00,R15,14935.403,15981.5162995,845.308,29.6105,11.0095,41.335
2018-08-31 17:00:00,R15,11037.284,12015.278399,626.0355,28.748,10.724,37.6355
2018-08-31 18:00:00,R15,5969.759,7257.5865204,369.5335,27.335,11.097,31.61
2018-09-01 07:00:00,R15,87.844,87.844,3.5815,20.9095,5.6325,18.109
2018-09-01 08:00:00,R15,2299.176,2776.3725237,152.1955,22.5965,5.0525,22.362
2018-09-01 09:00:00,R15,7151.485,7925.8869553,404.0095,25.7465,4.708,31.6645
2018-09-01 10:00:00,R15,11426.498,12001.6053259,644.2425,27.5005,1.8275,44.629
2018-09-01 11:00:00,R15,14682.726,15425.9514248,850.037,29.7075,1.1545,53.1265
2018-09-01 12:00:00,R15,16791.493,17771.8918545,993.3835,31.5925,2.4605,56.312
2018-09-01 13:00:00,R15,17353.803,18683.9226649,1057.8135,32.0055,2.0235,60.458
2018-09-01 14:00:00,R15,17135.795,18589.7091667,1062.9405,33.216,2.689,61.968
2018-09-01 15:00:00,R15,15614.93,16980.6589265,966.7205,33.84,2.063,62.899
2018-09-01 16:00:00,R15,13420.235,14349.0213219,786.028,33.738,5.847,51.395
2018-09-01 17:00:00,R15,10033.912,10929.4730192,581.877,32.3325,8.2595,42.496
2018-09-01 18:00:00,R15,5378.498,6428.6355451,334.6915,30.012,9.366,34.772
2018-09-02 07:00:00,R15,112.357,112.357,5.039,16.88,1.5895,12.9915
2018-09-02 08:00:00,R15,2298.443,2762.6436601,147.3195,19.8325,1.0155,19.087
2018-09-02 09:00:00,R15,7102.024,7813.6033913,397.0325,23.071,1.021,32.3825
2018-09-02 10:00:00,R15,11424.821,11966.2131689,642.834,26.66,0.9635,45.7815
2018-09-02 11:00:00,R15,14497.214,15237.471708,847.436,28.8395,1.1925,54.124
2018-09-02 12:00:00,R15,16316.86,17338.463049,986.7105,31.298,2.137,60.3975
2018-09-02 13:00:00,R15,16843.579,18297.4365893,1052.7185,32.5125,2.2895,64.2595
2018-09-02 14:00:00,R15,16597.863,18167.1087899,1046.7655,33.634,2.966,64.268
2018-09-02 15:00:00,R15,15796.895,17137.3790777,952.949,33.6025,6.4455,52.6805
2018-09-02 16:00:00,R15,13833.395,14898.8312834,800.8145,32.538,7.774,45.5695
2018-09-02 17:00:00,R15,10156.586,11153.4244232,586.0235,31.503,8.6425,39.855
2018-09-02 18:00:00,R15,5391.526,6476.2740565,335.1265,30.318,8.3205,34.332
2018-09-03 07:00:00,R15,103.746,103.746,4.3685,16.111,0.4935,13.535
2018-09-03 08:00:00,R15,2232.797,2673.2118621,143.393,18.54,0.687,18.782
2018-09-03 09:00:00,R15,6957.881,7675.7399996,390.1365,23.765,0.944,33.3905
2018-09-03 10:00:00,R15,11415.306,11979.1225704,634.939,27.2165,1.565,42.538
2018-09-03 11:00:00,R15,14573.301,15170.7225364,834.177,29.071,2.1625,51.4095
2018-09-03 12:00:00,R15,16391.433,17233.8802132,971.847,30.709,2.5565,58.983
2018-09-03 13:00:00,R15,17023.717,18153.4032865,1037.1985,32.1045,2.851,62.2195
2018-09-03 14:00:00,R15,16631.245,18004.3367393,1028.155,33.1575,2.322,63.4915
2018-09-03 15:00:00,R15,15159.352,16371.8406991,955.5965,34.0905,2.6655,60.216
2018-09-03 16:00:00,R15,13491.053,14548.7092452,789.884,33.349,6.846,46.981
2018-09-03 17:00:00,R15,9815.141,10790.6182886,570.839,32.5245,7.0875,41.6525
2018-09-03 18:00:00,R15,5145.151,6154.4051269,322.756,31.004,7.955,34.98
2018-09-04 07:00:00,R15,97.234,97.234,4.17,17.7605,1.9925,15.3105
2018-09-04 08:00:00,R15,2125.727,2125.727,137.694,20.0275,0.891,20.478
2018-09-04 09:00:00,R15,6713.167,7452.9654971,380.7615,25.044,1.3325,32.9285
2018-09-04 10:00:00,R15,11053.625,11549.8166741,619.02,26.224,1.154,44.9005
2018-09-04 11:00:00,R15,14313.236,14912.123274,824.3525,28.64,1.504,51.28
2018-09-04 12:00:00,R15,16274.878,17089.7282036,963.125,30.897,3.2805,57.355
2018-09-04 13:00:00,R15,16951.594,18087.135089,1029.733,31.7735,2.089,60.95
2018-09-04 14:00:00,R15,16532.021,17855.4760252,1020.435,32.806,1.6485,62.817
2018-09-04 15:00:00,R15,15450.849,16531.6891858,941.2405,33.935,2.7795,61.717
2018-09-04 16:00:00,R15,12801.659,13729.9446787,726.9035,34.159,2.8525,56.1415
2018-09-04 17:00:00,R15,9661.19,10633.6430358,564.4495,33.338,6.5655,43.29
2018-09-04 18:00:00,R15,5101.528,6102.5383501,321.6495,32.02,7.328,36.1045
2018-09-05 07:00:00,R15,86.859,86.859,3.6615,18.0,1.794,15.9945
2018-09-05 08:00:00,R15,2150.959,2150.959,138.8665,21.132,0.932,21.077
2018-09-05 09:00:00,R15,6756.499,7436.0498518,380.4385,25.23,0.5485,34.7
2018-09-05 10:00:00,R15,11064.281,11579.6252751,624.3185,28.3225,1.624,46.17
2018-09-05 11:00:00,R15,14308.219,14928.1694565,828.218,29.7275,2.2625,54.1345
2018-09-05 12:00:00,R15,16246.699,17191.5027305,972.2695,31.0075,2.157,59.9335
2018-09-05 13:00:00,R15,16763.454,18232.3030289,1044.2915,32.513,1.927,64.22
2018-09-05 14:00:00,R15,16621.13,18157.8387916,1042.9415,33.568,2.7655,64.5125
2018-09-05 15:00:00,R15,15285.512,16673.8919596,947.8455,34.1075,3.083,60.424
2018-09-05 16:00:00,R15,13345.037,14370.4459166,776.114,33.92,6.695,48.753
2018-09-05 17:00:00,R15,9761.312,10751.4317804,566.432,32.884,7.4985,41.4125
2018-09-05 18:00:00,R15,5109.503,6124.7083139,322.791,31.148,8.076,34.957
2018-09-06 07:00:00,R15,87.102,87.102,3.532,17.7125,1.053,14.6565
