randid,Date,AssetId,AC_POWER,energy_delivered,POAirradiance
27,9/15/2018 4:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 4:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 4:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 5:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 5:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 5:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 5:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 6:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 6:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 6:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 6:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 7:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 7:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 7:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 7:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 8:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 8:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 8:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 8:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 9:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 9:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 9:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 9:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 10:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 10:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 10:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 10:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 11:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 11:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 11:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 11:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 12:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 12:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 12:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 12:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 13:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 13:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 13:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 13:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 14:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 14:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 14:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 14:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 15:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 15:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 15:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 15:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 16:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 16:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 16:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 16:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 17:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 17:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 17:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 17:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 18:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 18:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 18:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 18:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 19:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 19:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 19:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 19:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 20:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 20:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 20:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 20:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 21:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 21:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 21:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 21:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 22:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 22:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 22:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 22:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 23:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 23:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 23:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 23:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 0:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 0:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 0:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 0:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 1:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 1:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 1:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 1:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 2:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 2:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 2:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 2:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 3:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 3:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 3:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 3:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 4:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 4:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 4:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 4:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 5:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 5:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 5:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 5:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 6:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 6:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 6:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 6:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 7:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 7:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 7:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 7:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 8:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 8:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 8:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 8:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 9:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 9:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 9:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 9:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 10:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 10:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 10:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 10:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 11:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 11:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 11:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 11:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 12:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 12:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 12:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 12:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 13:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 13:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 13:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 13:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 14:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 14:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 14:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 14:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 15:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 15:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 15:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 15:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 16:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 16:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 16:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/16/2018 16:45,2050.15.003.BLK01.PAD01.MTR01,5.876983521,5220843,27.85177898
27,9/16/2018 17:00,2050.15.003.BLK01.PAD01.MTR01,11.08450439,5220845,26.87187576
27,9/16/2018 17:15,2050.15.003.BLK01.PAD01.MTR01,9.393949463,5220847,25.30456066
27,9/16/2018 17:30,2050.15.003.BLK01.PAD01.MTR01,7.147233643,5220849,22.42121315
27,9/16/2018 17:45,2050.15.003.BLK01.PAD01.MTR01,6.526682617,5220851,21.80571365
27,9/16/2018 18:00,2050.15.003.BLK01.PAD01.MTR01,8.005055664,5220853,23.29872131
27,9/16/2018 18:15,2050.15.003.BLK01.PAD01.MTR01,7.906479736,5220855,22.70402145
27,9/16/2018 18:30,2050.15.003.BLK01.PAD01.MTR01,3.578977905,5220855,16.00414753
27,9/16/2018 18:45,2050.15.003.BLK01.PAD01.MTR01,0.893392914,5220855,8.542674303
27,9/16/2018 19:00,2050.15.003.BLK01.PAD01.MTR01,0.149680878,5220855,2.773234665
27,9/16/2018 19:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.508090191
27,9/16/2018 19:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.203844182
27,9/16/2018 19:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.225141838
27,9/16/2018 20:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.10116227
27,9/16/2018 20:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.10420382
27,9/16/2018 20:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.098118956
27,9/16/2018 20:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.015212084
27,9/16/2018 21:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.025100279
27,9/16/2018 21:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.028143608
27,9/16/2018 21:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.038793867
27,9/16/2018 21:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.162027836
27,9/16/2018 22:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.567485631
27,9/16/2018 22:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.448817482
27,9/16/2018 22:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.022060623
27,9/16/2018 22:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/16/2018 23:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/16/2018 23:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/16/2018 23:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.055532034
27,9/16/2018 23:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.271574866
27,9/17/2018 0:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.284507178
27,9/17/2018 0:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.068464346
27,9/17/2018 0:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/17/2018 0:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/17/2018 1:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.020539248
27,9/17/2018 1:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.037274871
27,9/17/2018 1:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.016735623
27,9/17/2018 1:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/17/2018 2:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0
27,9/17/2018 2:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.093568526
27,9/17/2018 2:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.267773844
27,9/17/2018 2:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.540873393
27,9/17/2018 3:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.735618293
27,9/17/2018 3:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.788106769
27,9/17/2018 3:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.646611467
27,9/17/2018 3:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.375795111
27,9/17/2018 4:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.483055174
27,9/17/2018 4:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.635956645
27,9/17/2018 4:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.552276909
27,9/17/2018 4:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.510434955
27,9/17/2018 5:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.556836545
27,9/17/2018 5:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.499020785
27,9/17/2018 5:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.511942267
27,9/17/2018 5:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.493673488
27,9/17/2018 6:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.294365928
27,9/17/2018 6:15,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.354446188
27,9/17/2018 6:30,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.475379914
27,9/17/2018 6:45,2050.15.003.BLK01.PAD01.MTR01,0,5220855,0.876198217
27,9/17/2018 7:00,2050.15.003.BLK01.PAD01.MTR01,0,5220855,2.380617559
27,9/17/2018 7:15,2050.15.003.BLK01.PAD01.MTR01,0.542653687,5220855,7.358517051
27,9/17/2018 7:30,2050.15.003.BLK01.PAD01.MTR01,3.235200073,5220857,15.64610004
27,9/17/2018 7:45,2050.15.003.BLK01.PAD01.MTR01,11.00359229,5220861,29.54471207
27,9/17/2018 8:00,2050.15.003.BLK01.PAD01.MTR01,27.74395996,5220870,59.64955521
27,9/17/2018 8:15,2050.15.003.BLK01.PAD01.MTR01,53.89880859,5220888,109.1030808
27,9/17/2018 8:30,2050.15.003.BLK01.PAD01.MTR01,59.1331582,5220900,118.0234146
