randid,Date,AssetId,AC_POWER,energy_delivered,POAirradiance
27,9/14/2018 2:15,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.266965942
27,9/14/2018 2:30,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.13462157
27,9/14/2018 2:45,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.111043356
27,9/14/2018 3:00,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0
27,9/14/2018 3:15,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.023577582
27,9/14/2018 3:30,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.066169344
27,9/14/2018 3:45,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.042591762
27,9/14/2018 4:00,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.095835105
27,9/14/2018 4:15,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.576530293
27,9/14/2018 4:30,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.796345532
27,9/14/2018 4:45,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.600885421
27,9/14/2018 5:00,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.530158073
27,9/14/2018 5:15,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.311102383
27,9/14/2018 5:30,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.470094524
27,9/14/2018 5:45,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.616896585
27,9/14/2018 6:00,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.295892805
27,9/14/2018 6:15,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.306548387
27,9/14/2018 6:30,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.682324067
27,9/14/2018 6:45,2050.15.003.BLK01.PAD01.MTR01,0,5220831,0.979746431
27,9/14/2018 7:00,2050.15.003.BLK01.PAD01.MTR01,0,5220831,1.093088627
27,9/14/2018 7:15,2050.15.003.BLK01.PAD01.MTR01,0,5220831,3.197147727
27,9/14/2018 7:30,2050.15.003.BLK01.PAD01.MTR01,0.227757339,5220831,7.0827353
27,9/14/2018 7:45,2050.15.003.BLK01.PAD01.MTR01,0.227757339,5220831,7.559703588
27,9/14/2018 8:00,2050.15.003.BLK01.PAD01.MTR01,1.223263184,5220831,9.147242308
27,9/14/2018 8:15,2050.15.003.BLK01.PAD01.MTR01,2.155191284,5220832,12.80299425
27,9/14/2018 8:30,2050.15.003.BLK01.PAD01.MTR01,5.572543335,5220834,18.94480276
27,9/14/2018 8:45,2050.15.003.BLK01.PAD01.MTR01,4.862417038,5220834,15.64578962
27,9/14/2018 9:00,2050.15.003.BLK01.PAD01.MTR01,0.287041946,5220834,6.816490412
27,9/14/2018 9:15,2050.15.003.BLK01.PAD01.MTR01,0.159133049,5220834,7.184653759
27,9/14/2018 9:30,2050.15.003.BLK01.PAD01.MTR01,2.647037193,5220836,12.67285991
27,9/14/2018 9:45,2050.15.003.BLK01.PAD01.MTR01,6.401927246,5220838,19.85754776
27,9/14/2018 10:00,2050.15.003.BLK01.PAD01.MTR01,7.988791748,5220840,26.32599926
27,9/14/2018 10:15,2050.15.003.BLK01.PAD01.MTR01,4.140008789,5220840,27.44650745
27,9/14/2018 10:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,23.41167259
27,9/14/2018 10:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,25.13297749
27,9/14/2018 11:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,28.33849335
27,9/14/2018 11:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,24.47829056
27,9/14/2018 11:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,23.23680592
27,9/14/2018 11:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,42.74545479
27,9/14/2018 12:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,54.31205559
27,9/14/2018 12:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,46.88321304
27,9/14/2018 12:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,56.01537323
27,9/14/2018 12:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,71.96215057
27,9/14/2018 13:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,62.35454941
27,9/14/2018 13:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,39.39955616
27,9/14/2018 13:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,55.92852879
27,9/14/2018 13:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,67.28370094
27,9/14/2018 14:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,47.76009941
27,9/14/2018 14:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,34.15178299
27,9/14/2018 14:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,29.6948185
27,9/14/2018 14:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,35.69005585
27,9/14/2018 15:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,39.38136482
27,9/14/2018 15:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,47.17050552
27,9/14/2018 15:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,53.43829536
27,9/14/2018 15:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,51.57094955
27,9/14/2018 16:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,41.72417068
27,9/14/2018 16:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,29.81975651
27,9/14/2018 16:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,29.09437466
27,9/14/2018 16:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,30.28066921
27,9/14/2018 17:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,30.85575581
27,9/14/2018 17:15,2050.15.003.BLK01.PAD01.MTR01,0.003326504,5220840,33.68195418
27,9/14/2018 17:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 17:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 18:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 18:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 18:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 18:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 19:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 19:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 19:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 19:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 20:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 20:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 20:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 20:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 21:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 21:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 21:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 21:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 22:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 22:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 22:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 22:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 23:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 23:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 23:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/14/2018 23:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 0:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 0:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 0:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 0:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 1:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 1:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 1:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 1:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 2:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 2:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 2:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 2:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 3:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 3:15,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 3:30,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 3:45,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
27,9/15/2018 4:00,2050.15.003.BLK01.PAD01.MTR01,0,5220840,
